"CSP01" "CSP02" "CSP03" "CSP04" "CSP05" "CSP06" "CSP07" "CSP08" "CSP09" "CSP10" "CSP11" "CSP12" "CSP13" "CSP14" "CSP15" "CSP16" "CSP17" "CSP18" "CSP19" "CSP20" "CSP21" "CSP22"
"UKF11" 0 0 0 0 0 0 0 0 1.66666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKF25" 0 0 0 0 0 0 0 0 4.66666666666666 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKF30" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKG13" 0 0 0 0 0 0 0 0 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKG24" 0 0 0 0 0 0 0 0 0.666666666666666 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKG31" 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKG37" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKH12" 0 0 0 0 0 0 0 0 5.4 0 0 0 0 0 0 0 0 0 0 0 0.5 0
"UKH23" 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKH24" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.66666666666666 0
"UKI11" 0 0 0.25 0 0 0 0 0 1.33333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKI21" 0 0 0 0 0 0 0 0 1.33333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKI23" 0 0 0 0 0 0 0 0 2.3 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKJ11" 0 0 0 0 0 0 0 0 5.66666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKJ13" 1 0 0 0 0 0 0 0 4.19285714285714 0 0 0 0 0 7 0 0 0 0 0 0 0
"UKJ14" 0 0 0 0 0 0 0 0 2.55 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKJ23" 0 0 0 0 0 0 0 0 1.6 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKJ33" 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKK11" 0 0 0 0 0 0 0 0 0.375 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKK12" 0 0 0 0 0 0 0 0 5.33333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKK13" 0 0 0 0 0 0 0 0 1.875 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKK15" 0 0 0 0 0 0 0 0 2.4 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKK43" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKL15" 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKL16" 0 0 0 0 0 0 0 0 10.075 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKL17" 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKL21" 0 0 0 0 0 0 0 0 4.40833333333333 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKL22" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKL23" 0 0 0 0 0 0 0 0 0.571428571428572 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKM21" 0 0 0 0 0 0 0 0 5.8 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKM23" 0 0 0 0 0 0 0 0 3.75 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKM26" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"UKM27" 0 0 0 0 0 0 0 0 2.33333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKN01" 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKN02" 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0
"UKN03" 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0
