"nuts2" "inter_link"
"105" "FRL0" 70547.12
"106" "HR03" 0
"107" "HR05" 0
"108" "HU11" 47083.72
"109" "HU21" 0
"110" "HU32" 12359.87
"111" "HU33" 144442.8
"112" "IE04" 48181.16
"113" "IE05" 284576.04
"114" "IE06" 443800.48
"115" "IS00" 0
"116" "ITC1" 212170.86
"117" "ITC3" 65096.4
"118" "ITC4" 255628.25
"119" "ITF1" 42120.04
"120" "ITF3" 184707.04
"121" "ITF4" 90377.7
"122" "ITF5" 35823.3
"123" "ITF6" 120329.22
"124" "ITG1" 109489.68
"125" "ITG2" 57660.45
"126" "ITH3" 52634.15
"127" "ITH4" 145033.14
"128" "ITH5" 517852.96
"129" "ITI1" 128293.76
"130" "ITI2" 181750.72
"131" "ITI3" 37891.68
"132" "ITI4" 346293.48
"133" "LT02" 11359.57
"134" "LU00" 160434.56
"135" "LV00" 12471.83
"136" "NL11" 61339.5
"137" "NL12" 85731.59
"138" "NL21" 48149.48
"139" "NL22" 166701
"140" "NL31" 312817.75
"141" "NL32" 115393.56
"142" "NL33" 763971.16
"143" "NL41" 74621.52
"144" "NL42" 12364.68
"145" "NO06" 238251.2
"146" "NO08" 482684.36
"147" "NO09" 12430.15
"148" "NO0A" 42353.04
"149" "PL21" 0
"150" "PL41" 33002.52
"151" "PL51" 0
"152" "PL52" 0
"153" "PL61" 0
"154" "PL63" 34078.71
"155" "PL81" 11817.65
"156" "PL84" 12422.37
"157" "PL91" 148709.55
"158" "PT11" 51771.55
"159" "PT16" 80332.7
"160" "PT17" 345432.5
"161" "PT18" 32280.36
"162" "RO11" 0
"163" "RO12" 12144.59
"164" "RO21" 35845.08
"165" "RO22" 59339.5
"166" "RO32" 21939.5
"167" "RO42" 0
"168" "RS11" 12423.94
"169" "RS12" 12430.15
"170" "RS22" 0
"171" "SE11" 505317.4
"172" "SE12" 775567.88
"173" "SE21" 0
"174" "SE22" 95997.36
"175" "SE23" 180234.68
"176" "SE31" 24682.24
"177" "SE32" 0
"178" "SE33" 117270.4
"179" "SI03" 61236.85
"180" "SI04" 11978.91
"181" "TR10" 10206.95
"182" "TR21" 12280.95
"183" "TR31" 11678.96
"184" "TR32" 74621.52
"185" "TR41" 33235.59
"186" "TR42" 77406
"187" "TR51" 65388.42
"188" "TR52" 74621.52
"189" "TR61" 23447.8
"190" "TR62" 22658.08
"191" "TR63" 24035.82
"192" "TR71" 72950.92
"193" "TR72" 42994.4
"194" "TR81" 0
"195" "TR90" 0
"196" "TRA1" 0
"197" "TRB1" 12436.92
"198" "TRC1" 11695.29
"199" "TRC3" 12045.29
"200" "UKC1" 179736.58
"201" "UKC2" 46364.65
"202" "UKD3" 51078.85
"203" "UKD4" 388008.95
"204" "UKD6" 12359.87
"205" "UKD7" 58317.3
"206" "UKE1" 93971.44
"207" "UKE2" 49364.48
"208" "UKE3" 123432.32
"209" "UKE4" 56769.1
"210" "UKF1" 30377.61
"211" "UKF2" 61317.12
"212" "UKF3" 33708.78
"213" "UKG3" 89473.52
"214" "UKH1" 246266.75
"215" "UKH2" 32075.13
"216" "UKI3" 455180.85
"217" "UKI4" 0
"218" "UKI7" 38151.81
"219" "UKJ1" 503382.24
"220" "UKJ2" 93513.51
"221" "UKJ3" 141834.14
"222" "UKJ4" 0
"223" "UKK1" 779964.9
"224" "UKK3" 171750.6
"225" "UKK4" 538531.5
"226" "UKL1" 45356.16
"227" "UKL2" 33371.46
"228" "UKM5" 205790.22
"229" "UKM6" 121401.61
"230" "UKM7" 434856.76
"231" "UKM8" 183267.25
"232" "UKM9" 0
"233" "UKN0" 40707.52
