"nuts2" "inter_link"
"156" "NL42" 27279.52
"157" "NO06" 429696.36
"158" "NO08" 338456.44
"159" "NO09" 25997.24
"160" "NO0A" 100211.2
"161" "PL21" 11214.67
"162" "PL22" 265217.92
"163" "PL41" 188318.18
"164" "PL42" 0
"165" "PL51" 221675.92
"166" "PL61" 26593
"167" "PL63" 40539.15
"168" "PL71" 25033.9
"169" "PL81" 112680.81
"170" "PL84" 13570.73
"171" "PL91" 226825.83
"172" "PT11" 228478.6
"173" "PT15" 26569.76
"174" "PT16" 61946.15
"175" "PT17" 582921.15
"176" "PT18" 13513.45
"177" "RO11" 40628.07
"178" "RO22" 112048.2
"179" "RO32" 26657.68
"180" "RO42" 0
"181" "RS11" 0
"182" "SE11" 174768.66
"183" "SE12" 225025.02
"184" "SE22" 214558.45
"185" "SE23" 348881.6
"186" "SE33" 110356.65
"187" "SI03" 81049.38
"188" "SI04" 0
"189" "SK01" 0
"190" "TR10" 32745.12
"191" "TR31" 40539.15
"192" "TR32" 80878.02
"193" "TR41" 27026.1
"194" "TR42" 77278.02
"195" "TR51" 57081.1
"196" "TR52" 80878.02
"197" "TR61" 0
"198" "TR62" 25158.14
"199" "TR63" 13513.05
"200" "TR71" 37829.82
"201" "TR72" 12879.67
"202" "TR81" 0
"203" "TR90" 0
"204" "TRB1" 0
"205" "TRB2" 0
"206" "TRC1" 13513.45
"207" "TRC2" 0
"208" "TRC3" 13513.45
"209" "UKC1" 164378.88
"210" "UKC2" 117547.56
"211" "UKD3" 380964.48
"212" "UKD4" 104964.64
"213" "UKD6" 26240.18
"214" "UKD7" 244812.91
"215" "UKE1" 115638.93
"216" "UKE2" 81080.7
"217" "UKE3" 168338.55
"218" "UKE4" 151469.78
"219" "UKF1" 94138.1
"220" "UKF2" 63765.65
"221" "UKF3" 25403.44
"222" "UKG2" 27016.46
"223" "UKG3" 158229.71
"224" "UKH1" 501352.8
"225" "UKH2" 215434.8
"226" "UKI3" 682900.8
"227" "UKI4" 0
"228" "UKI7" 24921.34
"229" "UKJ1" 450760.5
"230" "UKJ2" 178933.92
"231" "UKJ3" 322735.56
"232" "UKJ4" 49585.96
"233" "UKK1" 175016.4
"234" "UKK2" 0
"235" "UKK3" 256747.95
"236" "UKK4" 841797.16
"237" "UKL1" 147392.64
"238" "UKL2" 159239.21
"239" "UKM5" 91927.64
"240" "UKM6" 144321.98
"241" "UKM7" 881649.23
"242" "UKM8" 397437.12
"243" "UKM9" 0
"244" "UKN0" 203003.46
