"nuts2" "inter_link"
"150" "ITI4" 1408532.79
"151" "LT01" 35506.12
"152" "LT02" 0
"153" "LV00" 140146.12
"154" "ME00" 70827.98
"155" "MK00" 35304.74
"156" "MT00" 273513.84
"157" "NL11" 794571.11
"158" "NL12" 35675.97
"159" "NL13" 35643.29
"160" "NL21" 242738.23
"161" "NL22" 627265.4
"162" "NL23" 71254.96
"163" "NL31" 561312.63
"164" "NL32" 1453375.98
"165" "NL33" 2073698.76
"166" "NL41" 1248130.61
"167" "NL42" 174877.1
"168" "NO06" 523449.92
"169" "NO07" 0
"170" "NO08" 267985.52
"171" "NO0A" 35520.42
"172" "PL21" 134841.92
"173" "PL22" 69267.24
"174" "PL41" 35033.26
"175" "PL42" 35446.71
"176" "PL43" 34099.04
"177" "PL51" 134938.12
"178" "PL52" 35332.56
"179" "PL61" 35660.06
"180" "PL62" 0
"181" "PL63" 167705.3
"182" "PL81" 35014.97
"183" "PL82" 0
"184" "PL84" 0
"185" "PL91" 620704.2
"186" "PT11" 444689.14
"187" "PT15" 244929.58
"188" "PT16" 827434.98
"189" "PT17" 1176399.09
"190" "PT30" 35349.75
"191" "RO11" 550610.4
"192" "RO12" 138445.28
"193" "RO21" 0
"194" "RO22" 141655.96
"195" "RO32" 268399.36
"196" "RO41" 247975.21
"197" "RO42" 532497.28
"198" "RS11" 241425.87
"199" "RS12" 70548.32
"200" "SE11" 1226049.72
"201" "SE12" 967279.04
"202" "SE21" 176337.25
"203" "SE22" 399394.19
"204" "SE23" 1208326.39
"205" "SE31" 606164.22
"206" "SE33" 406038.48
"207" "SI03" 35282.14
"208" "SI04" 615912.74
"209" "SK01" 210081.48
"210" "TR10" 429803.08
"211" "TR21" 35150.78
"212" "TR22" 0
"213" "TR31" 34675.19
"214" "TR32" 34973.78
"215" "TR33" 35121
"216" "TR41" 67848.16
"217" "TR42" 230983.62
"218" "TR51" 286099.29
"219" "TR52" 34901
"220" "TR61" 0
"221" "TR62" 69299.66
"222" "TR63" 68973.68
"223" "TR71" 172081.6
"224" "TR72" 35725.06
"225" "TR83" 35558.02
"226" "TR90" 34196.73
"227" "TRB1" 0
"228" "TRB2" 35504.73
"229" "TRC1" 70275.98
"230" "UKC1" 1369559.52
"231" "UKC2" 656953.2
"232" "UKD3" 1565174.5
"233" "UKD4" 69386.3
"234" "UKD6" 241639.86
"235" "UKD7" 253049.2
"236" "UKE1" 0
"237" "UKE2" 0
"238" "UKE3" 433778.54
"239" "UKE4" 69186.12
"240" "UKF1" 1407313.74
"241" "UKF2" 548365.43
"242" "UKG1" 376541.88
"243" "UKG2" 695298.6
"244" "UKG3" 512565.64
"245" "UKH1" 1777280.05
"246" "UKH2" 165757.65
"247" "UKH3" 70466.68
"248" "UKI3" 2516626.81
"249" "UKI7" 329674.3
"250" "UKJ1" 1578232.7
"251" "UKJ2" 413096.71
"252" "UKJ3" 756818
"253" "UKJ4" 69021.38
"254" "UKK1" 1279241.04
"255" "UKK3" 35564.63
"256" "UKK4" 35331.76
"257" "UKL1" 399407.88
"258" "UKL2" 497954.7
"259" "UKM5" 301528.62
"260" "UKM6" 71060.52
"261" "UKM7" 956400.53
"262" "UKM8" 1305537.24
"263" "UKN0" 553547.88
