"nuts2" "inter_link"
"175" "PL21" 561237.44
"176" "PL22" 542049.6
"177" "PL41" 392196.64
"178" "PL42" 109173.03
"179" "PL51" 436336.94
"180" "PL52" 0
"181" "PL61" 179786.05
"182" "PL63" 144890.92
"183" "PL71" 74835.78
"184" "PL81" 148756.72
"185" "PL84" 112396.92
"186" "PL91" 797188.97
"187" "PT11" 694279.8
"188" "PT15" 113625.09
"189" "PT16" 920514
"190" "PT17" 1261011.8
"191" "PT18" 38547.19
"192" "PT30" 190354.5
"193" "RO11" 37101.78
"194" "RO12" 76260.2
"195" "RO21" 147293.8
"196" "RO22" 38473.52
"197" "RO32" 507502.05
"198" "RO42" 0
"199" "RS11" 107645.46
"200" "RS12" 38232.74
"201" "RS22" 0
"202" "SE11" 910400.19
"203" "SE12" 3484403.64
"204" "SE21" 76539.52
"205" "SE22" 1424095.23
"206" "SE23" 2349970.74
"207" "SE31" 334199.97
"208" "SE32" 114693.72
"209" "SE33" 186363.35
"210" "SI03" 514977.68
"211" "SI04" 1784587.41
"212" "SK01" 439673.52
"213" "SK02" 38335.18
"214" "SK04" 0
"215" "TR10" 466397.4
"216" "TR21" 38611.11
"217" "TR22" 37977.92
"218" "TR31" 246786.33
"219" "TR32" 0
"220" "TR33" 75630.34
"221" "TR41" 75927.84
"222" "TR42" 113413.41
"223" "TR51" 521955.15
"224" "TR52" 0
"225" "TR61" 577589.44
"226" "TR62" 217390.44
"227" "TR63" 0
"228" "TR71" 112742.91
"229" "TR72" 112592.01
"230" "TR81" 76426.48
"231" "TR83" 678127.86
"232" "TR90" 676293.84
"233" "TRA1" 75344.52
"234" "TRB1" 440892.96
"235" "TRB2" 38375.01
"236" "TRC1" 0
"237" "TRC2" 0
"238" "UKC1" 217058.76
"239" "UKC2" 178297.75
"240" "UKD1" 152670.28
"241" "UKD3" 838329.96
"242" "UKD4" 111192.21
"243" "UKD6" 362018.9
"244" "UKD7" 217605.6
"245" "UKE1" 37443.05
"246" "UKE2" 369754.1
"247" "UKE3" 862122.75
"248" "UKE4" 803559.9
"249" "UKF1" 772100.42
"250" "UKF2" 772807.13
"251" "UKG1" 152123.92
"252" "UKG2" 150785.24
"253" "UKG3" 714604.66
"254" "UKH1" 3040514.47
"255" "UKH2" 598624.57
"256" "UKH3" 152817
"257" "UKI3" 5522769.2
"258" "UKI7" 568086.4
"259" "UKJ1" 2574233.76
"260" "UKJ2" 611029.98
"261" "UKJ3" 851194.76
"262" "UKJ4" 76342
"263" "UKK1" 1149734.84
"264" "UKK4" 148782.36
"265" "UKL1" 151572.28
"266" "UKL2" 0
"267" "UKM5" 76709.98
"268" "UKM7" 1274296.4
"269" "UKM8" 772106.4
"270" "UKN0" 729149.19
