
id	label	sublabel	description	x	y	cluster	weight<Links>	weight<Total  link strength>	weight<No. of pub. (2000-2020)>	score<Avg. pub. year>	weight<absloute no>	weight<relative no>	score<Avg.year.set>
4044	4044	"quantization; classical thermodynamic; number theory; bose einstein distribution; ideal gas"	"<table><tr><td>Micro-level field:</td><td>4044</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>mathematical notes; russian journal of mathematical physics; theoretical and mathematical physics; doklady mathematics; theory of probability and its applications</td></tr><tr><td>Terms:</td><td>quantization; classical thermodynamic; number theory; bose einstein distribution; ideal gas</td></tr></table>"	1,1131	-0,1783	5	121	543	356	2010,4466	0	0	0
4057	4057	"pseudolaric acid b; daphniphyllum; calyciphylline"	"<table><tr><td>Micro-level field:</td><td>4057</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>organic letters; journal of natural products; tetrahedron letters; tetrahedron; helvetica chimica acta</td></tr><tr><td>Terms:</td><td>pseudolaric acid b; daphniphyllum; calyciphylline</td></tr></table>"	-0,1647	-0,7339	3	577	5742	335	2011,7791	0	0	0
4058	4058	"sabina berman; hugo salcedo; finland; proust; johan turi"	"<table><tr><td>Micro-level field:</td><td>4058</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>latin american theatre review; historisk tidsskrift; scandinavian journal of history; revista de estudios hispanicos; scandinavian studies</td></tr><tr><td>Terms:</td><td>sabina berman; hugo salcedo; finland; proust; johan turi</td></tr></table>"	-0,1907	0,8903	1	217	618	335	2012,1582	0	0	0
4059	4059	"optic; information compression; sp theory; light; federation"	"<table><tr><td>Micro-level field:</td><td>4059</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; proceedings of spie; procedia computer science; proceedings of the international conference on virtual learning; biologically inspired cognitive architectures</td></tr><tr><td>Terms:</td><td>optic; information compression; sp theory; light; federation</td></tr></table>"	0,3872	0,6301	5	421	1667	335	2012,197	0	0	0
4061	4061	"geogebra; computer algebra system; numerical analysis; rigorous mathematical thinking; cas"	"<table><tr><td>Micro-level field:</td><td>4061</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>procedia social and behavioral sciences; journal of physics conference series; edulearn proceedings; lecture notes in computer science; inted proceedings</td></tr><tr><td>Terms:</td><td>geogebra; computer algebra system; numerical analysis; rigorous mathematical thinking; cas</td></tr></table>"	-0,1162	0,7734	1	245	1022	333	2013,6066	0	0	0
4074	4074	"language resource; intercultural collaboration; intelligent autonomous decentralized system; machine translation; active document"	"<table><tr><td>Micro-level field:</td><td>4074</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; kunstiteaduslikke uurimusi; lrec 2012 - eighth international conference on language resources and evaluation; journal of baltic studies; tuna-ajalookultuuri ajakiri</td></tr><tr><td>Terms:</td><td>language resource; intercultural collaboration; intelligent autonomous decentralized system; machine translation; active document</td></tr></table>"	0,4306	0,7235	5	289	758	323	2010,0867	0	0	0
4076	4076	"eurovision song contest; john cheever; patrick white; eurovision; australia"	"<table><tr><td>Micro-level field:</td><td>4076</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>australian literary studies; australian feminist studies; westerly; continuum-journal of media & cultural studies; italian studies</td></tr><tr><td>Terms:</td><td>eurovision song contest; john cheever; patrick white; eurovision; australia</td></tr></table>"	-0,1729	0,8867	1	230	762	320	2012,0875	0	0	0
4109	4109	"brillouin; brillouin spectroscopy; alpha quartz; birefringence; isotropic phase"	"<table><tr><td>Micro-level field:</td><td>4109</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; japanese journal of applied physics; biomedical optics express; optik; optics express</td></tr><tr><td>Terms:</td><td>brillouin; brillouin spectroscopy; alpha quartz; birefringence; isotropic phase</td></tr></table>"	-0,0579	-0,428	3	501	3885	289	2012,9792	0	0	0
1080	1080	"self adaptation; dynamic reconfiguration; self adaptive system; autonomic computing; feature model"	"<table><tr><td>Micro-level field:</td><td>1080</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; journal of systems and software; international conference on software engineering; communications in computer and information science; science of computer programming</td></tr><tr><td>Terms:</td><td>self adaptation; dynamic reconfiguration; self adaptive system; autonomic computing; feature model</td></tr></table>"	0,6503	0,6381	5	1464	55723	10776	2010,1942	0	0	0
1112	1112	"fatty acid synthase; glycolysis; pyruvate kinase; warburg effect; hexokinase"	"<table><tr><td>Micro-level field:</td><td>1112</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>oncotarget; plos one; cancer research; scientific reports; journal of biological chemistry</td></tr><tr><td>Terms:</td><td>fatty acid synthase; glycolysis; pyruvate kinase; warburg effect; hexokinase</td></tr></table>"	-0,8152	-0,226	2	2421	613473	10539	2015,7671	0	0	0
1187	1187	"sha; aes; block cipher; s box; stream cipher"	"<table><tr><td>Micro-level field:</td><td>1187</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieice transactions on fundamentals of electronics communications and computer sciences; designs codes and cryptography; security and communication networks; iet information security</td></tr><tr><td>Terms:</td><td>sha; aes; block cipher; s box; stream cipher</td></tr></table>"	0,7785	0,5705	5	1301	33129	9980	2012,5105	0	0	0
1198	1198	"fese; iron pnictide; iron pnictide superconductor; lifeas; bafe2"	"<table><tr><td>Micro-level field:</td><td>1198</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review b; physical review letters; physica c-superconductivity and its applications; superconductor science & technology; journal of the physical society of japan</td></tr><tr><td>Terms:</td><td>fese; iron pnictide; iron pnictide superconductor; lifeas; bafe2</td></tr></table>"	0,8825	-0,5326	3	1053	86268	9925	2013,5916	0	0	0
1205	1205	"flash memory; flash; ssd; solid state drife; distributed storage system"	"<table><tr><td>Micro-level field:</td><td>1205</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee international symposium on information theory; ieee transactions on computers; acm transactions on storage; ieee transactions on parallel and distributed systems</td></tr><tr><td>Terms:</td><td>flash memory; flash; ssd; solid state drife; distributed storage system</td></tr></table>"	0,7501	0,5764	5	1853	42344	9895	2013,0492	0	0	0
1214	1214	"stemflow; throughfall; rainfall interception; imogolite; acid deposition"	"<table><tr><td>Micro-level field:</td><td>1214</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>hydrological processes; journal of hydrology; water resources research; water air and soil pollution; science of the total environment</td></tr><tr><td>Terms:</td><td>stemflow; throughfall; rainfall interception; imogolite; acid deposition</td></tr></table>"	0,077	-0,1238	4	1786	200983	9867	2010,0066	0	0	0
1230	1230	"diabetic foot ulcer; hyperbaric oxygen therapy; diabetic rat; osteomyelitis"	"<table><tr><td>Micro-level field:</td><td>1230</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>wound repair and regeneration; international wound journal; wounds-a compendium of clinical research and practice; diabetes care; journal of wound care</td></tr><tr><td>Terms:</td><td>diabetic foot ulcer; hyperbaric oxygen therapy; diabetic rat; osteomyelitis</td></tr></table>"	-0,8597	-0,0356	2	2530	210898	9806	2012,9096	0	0	0
1257	1257	"adaptive design; bioequivalence; phase; clinical trial design; phase ii clinical trial"	"<table><tr><td>Micro-level field:</td><td>1257</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>statistics in medicine; journal of biopharmaceutical statistics; pharmaceutical statistics; biometrical journal; journal of statistical planning and inference</td></tr><tr><td>Terms:</td><td>adaptive design; bioequivalence; phase; clinical trial design; phase ii clinical trial</td></tr></table>"	-0,6364	0,1368	2	2781	112730	9642	2011,4734	0	0	0
1262	1262	"fluidized bed; bed; bed reactor; riser; bubbling"	"<table><tr><td>Micro-level field:</td><td>1262</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>powder technology; chemical engineering science; industrial & engineering chemistry research; aiche journal; chemical engineering journal</td></tr><tr><td>Terms:</td><td>fluidized bed; bed; bed reactor; riser; bubbling</td></tr></table>"	0,6169	-0,2857	3	1618	78399	9605	2011,6083	0	0	0
1264	1264	"wind turbine; wind farm; vertical axis wind turbine; complex terrain"	"<table><tr><td>Micro-level field:</td><td>1264</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>renewable energy; journal of physics conference series; wind energy; energies; energy</td></tr><tr><td>Terms:</td><td>wind turbine; wind farm; vertical axis wind turbine; complex terrain</td></tr></table>"	0,7437	0,0233	3	1627	68217	9588	2015,0661	23	0,0023988318731748	2013,17391304348
1271	1271	"supercritical water; oxide scale; high temperature corrosion; metal dusting; aluminide coating"	"<table><tr><td>Micro-level field:</td><td>1271</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>oxidation of metals; corrosion science; surface & coatings technology; materials science forum; materials at high temperatures</td></tr><tr><td>Terms:</td><td>supercritical water; oxide scale; high temperature corrosion; metal dusting; aluminide coating</td></tr></table>"	0,7785	-0,4168	3	1209	75636	9532	2010,5164	0	0	0
1291	1291	"wireless power transfer system; electric vehicle; inductive power transfer; coil; mutual inductance"	"<table><tr><td>Micro-level field:</td><td>1291</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on power electronics; ieee energy conversion congress and exposition; annual ieee applied power electronics conference and exposition (apec); ieee wireless power transfer conference; ieee industrial electronics society</td></tr><tr><td>Terms:</td><td>wireless power transfer system; electric vehicle; inductive power transfer; coil; mutual inductance</td></tr></table>"	0,8642	0,1398	5	1929	45624	9427	2015,3082	0	0	0
1298	1298	"global justice; deliberative democracy; opportunity; capability; democracy"	"<table><tr><td>Micro-level field:</td><td>1298</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of political philosophy; political studies; political theory; politics philosophy & economics; social philosophy & policy</td></tr><tr><td>Terms:</td><td>global justice; deliberative democracy; opportunity; capability; democracy</td></tr></table>"	-0,2128	0,851	1	1249	48966	9404	2012,0322	0	0	0
1312	1312	"consciousness; active inference; representationalism; color; cognition"	"<table><tr><td>Micro-level field:</td><td>1312</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of consciousness studies; philosophical studies; synthese; philosophy and phenomenological research; philosophical psychology</td></tr><tr><td>Terms:</td><td>consciousness; active inference; representationalism; color; cognition</td></tr></table>"	-0,2602	0,8281	1	1633	69701	9333	2011,5086	0	0	0
1314	1314	"frame; construction; modulation space; wavelet; shift invariant space"	"<table><tr><td>Micro-level field:</td><td>1314</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>applied and computational harmonic analysis; journal of fourier analysis and applications; international journal of wavelets multiresolution and information processing; journal of mathematical analysis and applications; proceedings of spie</td></tr><tr><td>Terms:</td><td>frame; construction; modulation space; wavelet; shift invariant space</td></tr></table>"	1,0697	0,2158	5	1465	34763	9316	2010,0491	0	0	0
1330	1330	"emergency contraception; intrauterine device; levonorgestrel; oral contraceptive; vasectomy"	"<table><tr><td>Micro-level field:</td><td>1330</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>contraception; journal of family planning and reproductive health care; european journal of contraception and reproductive health care; obstetrics and gynecology; american journal of obstetrics and gynecology</td></tr><tr><td>Terms:</td><td>emergency contraception; intrauterine device; levonorgestrel; oral contraceptive; vasectomy</td></tr></table>"	-0,7196	0,3761	2	1614	80852	9173	2011,5598	0	0	0
1332	1332	"heterogeneous material; effective property; bound; homogenization; imperfect interface"	"<table><tr><td>Micro-level field:</td><td>1332</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>international journal of solids and structures; composite structures; mechanics of materials; computer methods in applied mechanics and engineering; international journal of engineering science</td></tr><tr><td>Terms:</td><td>heterogeneous material; effective property; bound; homogenization; imperfect interface</td></tr></table>"	0,7734	-0,259	3	1678	109180	9155	2011,3688	0	0	0
1339	1339	"bacteriophage; characterization; isolation; phage therapy; phage"	"<table><tr><td>Micro-level field:</td><td>1339</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>frontiers in microbiology; applied and environmental microbiology; viruses-basel; plos one; journal of virology</td></tr><tr><td>Terms:</td><td>bacteriophage; characterization; isolation; phage therapy; phage</td></tr></table>"	-0,529	-0,2726	4	2117	228758	9100	2013,1925	1	0,00010989010989011	2017
1357	1357	"cancer testis antigen; mage; dna vaccine; sperm protein; personalized peptide vaccination"	"<table><tr><td>Micro-level field:</td><td>1357</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>cancer immunology immunotherapy; vaccine; clinical cancer research; cancer research; journal of immunology</td></tr><tr><td>Terms:</td><td>cancer testis antigen; mage; dna vaccine; sperm protein; personalized peptide vaccination</td></tr></table>"	-0,8734	-0,2246	2	1972	301289	9016	2008,6647	0	0	0
1364	1364	"magnetotactic bacterium; chinese loess plateau; loess; geomagnetic field; loess deposit"	"<table><tr><td>Micro-level field:</td><td>1364</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>geophysical journal international; earth and planetary science letters; journal of geophysical research-solid earth; geochemistry geophysics geosystems; physics of the earth and planetary interiors</td></tr><tr><td>Terms:</td><td>magnetotactic bacterium; chinese loess plateau; loess; geomagnetic field; loess deposit</td></tr></table>"	0,3172	-0,1237	4	1865	136793	8958	2010,7584	0	0	0
1380	1380	"cell; raman microspectroscopy; tissue; synchrotron; breast cancer"	"<table><tr><td>Micro-level field:</td><td>1380</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; analyst; applied spectroscopy; journal of raman spectroscopy; analytical chemistry</td></tr><tr><td>Terms:</td><td>cell; raman microspectroscopy; tissue; synchrotron; breast cancer</td></tr></table>"	-0,0795	-0,3664	3	2832	169089	8889	2012,1945	0	0	0
1382	1382	"mental toughness; coping; hardiness; hope; athletic identity"	"<table><tr><td>Micro-level field:</td><td>1382</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>sport psychologist; psychology of sport and exercise; journal of applied sport psychology; international journal of sports science & coaching; journal of sports sciences</td></tr><tr><td>Terms:</td><td>mental toughness; coping; hardiness; hope; athletic identity</td></tr></table>"	-0,4105	0,6473	1	1529	146767	8880	2012,2113	0	0	0
1389	1389	"thermoelectric property; beta fesi2; beta; schottky diode; fesi"	"<table><tr><td>Micro-level field:</td><td>1389</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of applied physics; applied physics letters; thin solid films; japanese journal of applied physics; microelectronic engineering</td></tr><tr><td>Terms:</td><td>thermoelectric property; beta fesi2; beta; schottky diode; fesi</td></tr></table>"	0,7891	-0,5266	3	1240	77922	8852	2009,6038	0	0	0
1407	1407	"mismatch negativity; schizophrenia; congenital amusia; mmn; absolute pitch"	"<table><tr><td>Micro-level field:</td><td>1407</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>neuroimage; neuroreport; plos one; clinical neurophysiology; hearing research</td></tr><tr><td>Terms:</td><td>mismatch negativity; schizophrenia; congenital amusia; mmn; absolute pitch</td></tr></table>"	-0,3775	0,5625	2	1504	236048	8718	2011,709	0	0	0
1421	1421	"phytochrome; phototropin; photolyase; arabidopsis circadian clock; constan"	"<table><tr><td>Micro-level field:</td><td>1421</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>plant physiology; plant cell; proceedings of the national academy of sciences of the united states of america; plant journal; journal of experimental botany</td></tr><tr><td>Terms:</td><td>phytochrome; phototropin; photolyase; arabidopsis circadian clock; constan</td></tr></table>"	-0,3582	-0,3164	4	2014	274620	8636	2012,2242	0	0	0
1423	1423	"tribological property; wear; ptfe; wear behavior; p phenylene benzobisoxazole"	"<table><tr><td>Micro-level field:</td><td>1423</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>wear; composites science and technology; journal of applied polymer science; composites part a-applied science and manufacturing; polymer composites</td></tr><tr><td>Terms:</td><td>tribological property; wear; ptfe; wear behavior; p phenylene benzobisoxazole</td></tr></table>"	0,6586	-0,4367	3	1735	128033	8628	2012,4347	0	0	0
1432	1432	"naphthenic acid; asphaltene precipitation; asphaltenes; demulsification; crude oil emulsion"	"<table><tr><td>Micro-level field:</td><td>1432</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>energy & fuels; petroleum science and technology; fuel; journal of petroleum science and engineering; journal of dispersion science and technology</td></tr><tr><td>Terms:</td><td>naphthenic acid; asphaltene precipitation; asphaltenes; demulsification; crude oil emulsion</td></tr></table>"	0,4565	-0,413	3	1968	99608	8586	2012,823	0	0	0
1482	1482	"active noise control; acoustic echo cancellation; adaptive filter; sparse system identification; mean square algorithm"	"<table><tr><td>Micro-level field:</td><td>1482</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>international conference on acoustics speech and signal processing icassp; ieee transactions on signal processing; signal processing; ieee signal processing letters; european signal processing conference</td></tr><tr><td>Terms:</td><td>active noise control; acoustic echo cancellation; adaptive filter; sparse system identification; mean square algorithm</td></tr></table>"	0,8018	0,392	5	1395	34238	8334	2010,5721	0	0	0
1496	1496	"l carnitine; propionic acidemia; glutaric aciduria type; l carnitine supplementation; urea cycle disorder"	"<table><tr><td>Micro-level field:</td><td>1496</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of inherited metabolic disease; molecular genetics and metabolism; clinica chimica acta; pediatrics; journal of biological chemistry</td></tr><tr><td>Terms:</td><td>l carnitine; propionic acidemia; glutaric aciduria type; l carnitine supplementation; urea cycle disorder</td></tr></table>"	-0,7562	-0,1871	2	2037	120186	8290	2010,2099	0	0	0
1498	1498	"lung ultrasound; primary spontaneous pneumothorax; pneumothorax; malignant pleural effusion; empyema"	"<table><tr><td>Micro-level field:</td><td>1498</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>chest; annals of thoracic surgery; journal of thoracic disease; european journal of cardio-thoracic surgery; respiration</td></tr><tr><td>Terms:</td><td>lung ultrasound; primary spontaneous pneumothorax; pneumothorax; malignant pleural effusion; empyema</td></tr></table>"	-0,971	-0,0388	2	1533	63965	8277	2011,9025	0	0	0
1507	1507	"phantom limb pain; rubber hand illusion; spatial neglect; body ownership; neglect"	"<table><tr><td>Micro-level field:</td><td>1507</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>neuropsychologia; cortex; experimental brain research; consciousness and cognition; plos one</td></tr><tr><td>Terms:</td><td>phantom limb pain; rubber hand illusion; spatial neglect; body ownership; neglect</td></tr></table>"	-0,399	0,5519	2	1549	163902	8232	2012,1188	0	0	0
1514	1514	"image; surgery; development; design; augmented reality"	"<table><tr><td>Micro-level field:</td><td>1514</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; lecture notes in computer science; international journal of computer assisted radiology and surgery; ieee engineering in medicine and biology society conference proceedings; ieee international conference on robotics and automation icra</td></tr><tr><td>Terms:</td><td>image; surgery; development; design; augmented reality</td></tr></table>"	-0,6233	0,1388	2	1931	87135	8179	2011,089	0	0	0
1516	1516	"adoption; conservation agriculture; technology adoption; agricultural research; landrace"	"<table><tr><td>Micro-level field:</td><td>1516</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>agricultural economics; acta horticulturae; food policy; agricultural systems; sustainability</td></tr><tr><td>Terms:</td><td>adoption; conservation agriculture; technology adoption; agricultural research; landrace</td></tr></table>"	-0,0643	0,5581	4	1743	120470	8175	2012,9223	0	0	0
1521	1521	"ankylosing spondylitis; diffuse idiopathic skeletal hyperostosis; axial spondyloarthritis; reactive arthritis; spondylitis patient"	"<table><tr><td>Micro-level field:</td><td>1521</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of rheumatology; annals of the rheumatic diseases; rheumatology; clinical rheumatology; clinical and experimental rheumatology</td></tr><tr><td>Terms:</td><td>ankylosing spondylitis; diffuse idiopathic skeletal hyperostosis; axial spondyloarthritis; reactive arthritis; spondylitis patient</td></tr></table>"	-0,9024	-0,1454	2	1752	117098	8158	2012,3009	0	0	0
1525	1525	"myocardial contrast echocardiography; sonodynamic therapy; sonoporation; ultrasound contrast agent; microbubble destruction"	"<table><tr><td>Micro-level field:</td><td>1525</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ultrasound in medicine and biology; ieee international ultrasonics symposium; ultrasonics symposium; ieee transactions on ultrasonics ferroelectrics and frequency control; ultrasonics</td></tr><tr><td>Terms:</td><td>myocardial contrast echocardiography; sonodynamic therapy; sonoporation; ultrasound contrast agent; microbubble destruction</td></tr></table>"	-0,5316	-0,1477	2	2296	144043	8140	2011,1617	0	0	0
1532	1532	"rna interference; rnai; small interfering rna; gene silencing; piwi"	"<table><tr><td>Micro-level field:</td><td>1532</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>nucleic acids research; plos one; proceedings of the national academy of sciences of the united states of america; rna; biochemical and biophysical research communications</td></tr><tr><td>Terms:</td><td>rna interference; rnai; small interfering rna; gene silencing; piwi</td></tr></table>"	-0,7027	-0,2411	2	2142	388363	8115	2011,2272	0	0	0
1575	1575	"nanoindentation; wheel; single crystal silicon; granite; elid"	"<table><tr><td>Micro-level field:</td><td>1575</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>international journal of advanced manufacturing technology; key engineering materials; advanced materials research; international journal of machine tools & manufacture; journal of materials processing technology</td></tr><tr><td>Terms:</td><td>nanoindentation; wheel; single crystal silicon; granite; elid</td></tr></table>"	0,7862	-0,3543	3	1627	56567	7902	2011,7232	0	0	0
1582	1582	"student evaluation; doctoral student; threshold concept; students approach; doctoral education"	"<table><tr><td>Micro-level field:</td><td>1582</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>studies in higher education; higher education research & development; higher education; teaching in higher education; innovations in education and teaching international</td></tr><tr><td>Terms:</td><td>student evaluation; doctoral student; threshold concept; students approach; doctoral education</td></tr></table>"	-0,1799	0,7867	1	1289	62973	7875	2012,9684	0	0	0
1605	1605	"silk; polypeptide; spider silk; silk fibroin; bombyx mori"	"<table><tr><td>Micro-level field:</td><td>1605</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>biomacromolecules; international journal of biological macromolecules; biomaterials; journal of applied polymer science; materials science & engineering c-materials for biological applications</td></tr><tr><td>Terms:</td><td>silk; polypeptide; spider silk; silk fibroin; bombyx mori</td></tr></table>"	-0,0571	-0,4374	3	2561	198127	7802	2013,0406	0	0	0
1607	1607	"idiopathic normal pressure hydrocephalus; endoscopic third ventriculostomy; colloid cyst; alzheimer; ventriculoperitoneal shunt"	"<table><tr><td>Micro-level field:</td><td>1607</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>childs nervous system; journal of neurosurgery; journal of neurosurgery-pediatrics; world neurosurgery; neurosurgery</td></tr><tr><td>Terms:</td><td>idiopathic normal pressure hydrocephalus; endoscopic third ventriculostomy; colloid cyst; alzheimer; ventriculoperitoneal shunt</td></tr></table>"	-0,9003	0,0613	2	1869	85145	7791	2011,6374	0	0	0
1625	1625	"topological relation; region; spatial reasoning; spatial data; gis"	"<table><tr><td>Micro-level field:</td><td>1625</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; international journal of geographical information science; isprs international journal of geo-information; proceedings of spie; ieee international symposium on geoscience and remote sensing igarss</td></tr><tr><td>Terms:</td><td>topological relation; region; spatial reasoning; spatial data; gis</td></tr></table>"	0,5442	0,596	5	1676	43296	7713	2010,3743	0	0	0
1639	1639	"pervious concrete; heavy metal; sewer; stormwater; low impact development"	"<table><tr><td>Micro-level field:</td><td>1639</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>water science and technology; water; journal of environmental engineering; science of the total environment; journal of hydrology</td></tr><tr><td>Terms:</td><td>pervious concrete; heavy metal; sewer; stormwater; low impact development</td></tr></table>"	0,2123	-0,0354	4	1828	103309	7666	2013,396	0	0	0
1650	1650	"photochromism; spiropyran; photochromic property; diarylethene; property"	"<table><tr><td>Micro-level field:</td><td>1650</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>chemical communications; journal of the american chemical society; dyes and pigments; journal of photochemistry and photobiology a-chemistry; chemistry-a european journal</td></tr><tr><td>Terms:</td><td>photochromism; spiropyran; photochromic property; diarylethene; property</td></tr></table>"	0,2947	-0,6382	3	1753	160755	7610	2011,553	6	0,000788436268068331	2014,66666666667
1666	1666	"refractory glaucoma; selective laser trabeculoplasty; deep sclerectomy; ahmed glaucoma valve implantation; bleb"	"<table><tr><td>Micro-level field:</td><td>1666</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of glaucoma; ophthalmology; eye; british journal of ophthalmology; american journal of ophthalmology</td></tr><tr><td>Terms:</td><td>refractory glaucoma; selective laser trabeculoplasty; deep sclerectomy; ahmed glaucoma valve implantation; bleb</td></tr></table>"	-0,8204	-0,0896	2	1436	45643	7536	2011,6612	0	0	0
1673	1673	"snake robot; snake; continuum manipulator; continuum robot; soft robots"	"<table><tr><td>Micro-level field:</td><td>1673</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee international conference on robotics and automation icra; ieee international conference on intelligent robots and systems; ieee robotics and automation letters; soft robotics; lecture notes in computer science</td></tr><tr><td>Terms:</td><td>snake robot; snake; continuum manipulator; continuum robot; soft robots</td></tr></table>"	0,616	0,1688	5	2173	84969	7499	2014,2536	0	0	0
1675	1675	"child care; school readiness; preschool; parental involvement; homework"	"<table><tr><td>Micro-level field:</td><td>1675</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>early childhood research quarterly; early education and development; european early childhood education research journal; early child development and care; australasian journal of early childhood</td></tr><tr><td>Terms:</td><td>child care; school readiness; preschool; parental involvement; homework</td></tr></table>"	-0,3555	0,683	1	1217	112031	7489	2013,0864	0	0	0
