label	sublabel	description	x	y	cluster	weight
"demonstration; reinforcement; optimal control; adaptive dynamic programming; robot"	316	"<table><tr><td>Micro-level field;</td><td>897</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; ieee international conference on robotics and automation icra; ieee international joint conference on neural networks (ijcnn); ieee international conference on intelligent robots and systems; advances in neural information processing systems</td></tr><tr><td>Terms;</td><td>demonstration; reinforcement; optimal control; adaptive dynamic programming; robot</td></tr></table>"	0.6522	0.4739	5	316
"graphene oxide; epitaxial graphene; bilayer graphene; graphene field effect transistor"	293	"<table><tr><td>Micro-level field;</td><td>14</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; carbon; applied physics letters; rsc advances; nano letters</td></tr><tr><td>Terms;</td><td>graphene oxide; epitaxial graphene; bilayer graphene; graphene field effect transistor</td></tr></table>"	0.6866	-0.4837	3	293
"partial discharge; emi; emi filter; shaft voltage; common mode voltage"	288	"<table><tr><td>Micro-level field;</td><td>2186</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power electronics; annual ieee applied power electronics conference and exposition (apec); ieee energy conversion congress and exposition; ieee transactions on industry applications; ieee power electronics specialists conference records</td></tr><tr><td>Terms;</td><td>partial discharge; emi; emi filter; shaft voltage; common mode voltage</td></tr></table>"	0.8919	0.2145	5	288
"power hardware; loop simulation; real time hardware; synchronous generator; hil"	282	"<table><tr><td>Micro-level field;</td><td>2854</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on energy conversion; ieee industrial electronics society; ieee transactions on industrial electronics; ieee power and energy society general meeting pesgm; ieee transactions on power delivery</td></tr><tr><td>Terms;</td><td>power hardware; loop simulation; real time hardware; synchronous generator; hil</td></tr></table>"	0.8785	0.2338	5	282
"metamaterial absorber; frequency selective surface; artificial magnetic conductor; fss; ebg"	265	"<table><tr><td>Micro-level field;</td><td>1289</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee antennas and propagation society international symposium; ieee transactions on antennas and propagation; microwave and optical technology letters; ieee antennas and wireless propagation letters; optics express</td></tr><tr><td>Terms;</td><td>metamaterial absorber; frequency selective surface; artificial magnetic conductor; fss; ebg</td></tr></table>"	0.9365	-0.3158	5	265
"fbg sensor; long period fiber grating; fiber bragg grating sensor; simultaneous measurement; long period"	263	"<table><tr><td>Micro-level field;</td><td>132</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; ieee photonics technology letters; optics express; journal of lightwave technology; optics letters</td></tr><tr><td>Terms;</td><td>fbg sensor; long period fiber grating; fiber bragg grating sensor; simultaneous measurement; long period</td></tr></table>"	0.9217	-0.3107	3	263
"support vector regression; squares support vector machine; vector machine; square; ls svm"	251	"<table><tr><td>Micro-level field;</td><td>920</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; neurocomputing; ieee international joint conference on neural networks (ijcnn); journal of machine learning research; advances in neural information processing systems</td></tr><tr><td>Terms;</td><td>support vector regression; squares support vector machine; vector machine; square; ls svm</td></tr></table>"	0.6163	0.456	5	251
"solar chimney power plant; natural draft dry cooling tower; wet cooling tower; tower; crosswind"	245	"<table><tr><td>Micro-level field;</td><td>3301</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied thermal engineering; energy conversion and management; international journal of heat and mass transfer; solar energy; energy</td></tr><tr><td>Terms;</td><td>solar chimney power plant; natural draft dry cooling tower; wet cooling tower; tower; crosswind</td></tr></table>"	0.6898	-0.1978	3	245
"tornado; atmospheric river; ensemble kalman filter; supercell; variational data assimilation"	240	"<table><tr><td>Micro-level field;</td><td>275</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>monthly weather review; quarterly journal of the royal meteorological society; weather and forecasting; journal of the atmospheric sciences; atmospheric research</td></tr><tr><td>Terms;</td><td>tornado; atmospheric river; ensemble kalman filter; supercell; variational data assimilation</td></tr></table>"	0.3636	0.0059	4	240
"rheological; melt; dispersion; reinforcement; poly"	239	"<table><tr><td>Micro-level field;</td><td>299</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>carbon; composites science and technology; journal of applied polymer science; polymer; journal of nanoscience and nanotechnology</td></tr><tr><td>Terms;</td><td>rheological; melt; dispersion; reinforcement; poly</td></tr></table>"	0.6026	-0.4623	3	239
"ascidiacea; cirripedia; crassostrea gigas; tunicata; rhizocephala"	227	"<table><tr><td>Micro-level field;</td><td>234</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>marine ecology progress series; journal of shellfish research; journal of experimental marine biology and ecology; marine biology; aquaculture</td></tr><tr><td>Terms;</td><td>ascidiacea; cirripedia; crassostrea gigas; tunicata; rhizocephala</td></tr></table>"	-0.1303	-0.1522	4	227
"secure communication; chaos synchronization; chaotic system; unknown parameter; mode control"	222	"<table><tr><td>Micro-level field;</td><td>189</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>international journal of bifurcation and chaos; chaos solitons & fractals; physical review e; nonlinear dynamics; acta physica sinica</td></tr><tr><td>Terms;</td><td>secure communication; chaos synchronization; chaotic system; unknown parameter; mode control</td></tr></table>"	0.8567	0.225	3	222
"fault location; transmission line; distance relay; distributed generation; distribution system"	215	"<table><tr><td>Micro-level field;</td><td>1391</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power delivery; iet generation transmission & distribution; ieee power and energy society general meeting pesgm; international journal of electrical power & energy systems; electric power systems research</td></tr><tr><td>Terms;</td><td>fault location; transmission line; distance relay; distributed generation; distribution system</td></tr></table>"	0.8674	0.247	5	215
"fish assemblage; marine reserf; artificial reef; fisheries management; gadus morhua"	212	"<table><tr><td>Micro-level field;</td><td>45</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>fisheries research; ices journal of marine science; marine policy; marine ecology progress series; canadian journal of fisheries and aquatic sciences</td></tr><tr><td>Terms;</td><td>fish assemblage; marine reserf; artificial reef; fisheries management; gadus morhua</td></tr></table>"	-0.1332	-0.1274	4	212
"low velocity impact; ballistic impact; acoustic emission; delamination growth; composite laminate"	209	"<table><tr><td>Micro-level field;</td><td>335</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>composite structures; composites science and technology; journal of composite materials; composites part a-applied science and manufacturing; composites part b-engineering</td></tr><tr><td>Terms;</td><td>low velocity impact; ballistic impact; acoustic emission; delamination growth; composite laminate</td></tr></table>"	0.7902	-0.2156	3	209
"jet noise; computational aeroacoustic; sound propagation; sound; acoustic scattering"	199	"<table><tr><td>Micro-level field;</td><td>1518</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>aiaa journal; journal of sound and vibration; journal of fluid mechanics; journal of the acoustical society of america; international journal of aeroacoustics</td></tr><tr><td>Terms;</td><td>jet noise; computational aeroacoustic; sound propagation; sound; acoustic scattering</td></tr></table>"	0.7615	-0.1507	3	199
"abrasive waterjet; water jet; solid particle erosion; erosion corrosion; elbow"	191	"<table><tr><td>Micro-level field;</td><td>2256</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>wear; international journal of advanced manufacturing technology; advanced materials research; tribology international; journal of materials processing technology</td></tr><tr><td>Terms;</td><td>abrasive waterjet; water jet; solid particle erosion; erosion corrosion; elbow</td></tr></table>"	0.7827	-0.3492	3	191
"film; axial compressor; turbine cascade; film cooling; film cooling effectiveness"	189	"<table><tr><td>Micro-level field;</td><td>649</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of turbomachinery-transactions of the asme; proceedings of the institution of mechanical engineers part a-journal of power and energy; journal of propulsion and power; journal of engineering for gas turbines and power-transactions of the asme; journal of thermal science</td></tr><tr><td>Terms;</td><td>film; axial compressor; turbine cascade; film cooling; film cooling effectiveness</td></tr></table>"	0.7591	-0.1537	3	189
"consensus; leader; multi agent systems; event; communication delay"	183	"<table><tr><td>Micro-level field;</td><td>297</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee conference on decision and control; proceedings of the american control conference; chinese control conference; ieee transactions on automatic control; automatica</td></tr><tr><td>Terms;</td><td>consensus; leader; multi agent systems; event; communication delay</td></tr></table>"	0.7999	0.3297	5	183
"raman spectroscopy; raman; tip; near field; field optical microscopy"	183	"<table><tr><td>Micro-level field;</td><td>19</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; applied physics letters; journal of physical chemistry c; nano letters</td></tr><tr><td>Terms;</td><td>raman spectroscopy; raman; tip; near field; field optical microscopy</td></tr></table>"	0.7682	-0.4339	3	183
"square cylinder; vortex induced vibration; side; tandem arrangement; flexible cylinder"	182	"<table><tr><td>Micro-level field;</td><td>1237</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of fluids and structures; journal of fluid mechanics; aip advances; ocean engineering; journal of wind engineering and industrial aerodynamics</td></tr><tr><td>Terms;</td><td>square cylinder; vortex induced vibration; side; tandem arrangement; flexible cylinder</td></tr></table>"	0.7597	-0.1448	3	182
"selective laser; microstructure; laser; additive manufacturing; mechanical property"	178	"<table><tr><td>Micro-level field;</td><td>482</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>rapid prototyping journal; international journal of advanced manufacturing technology; additive manufacturing; materials & design; journal of materials processing technology</td></tr><tr><td>Terms;</td><td>selective laser; microstructure; laser; additive manufacturing; mechanical property</td></tr></table>"	0.7638	-0.3403	3	178
"silicon nanowire; molecular beam epitaxy; gaas; germanium nanowire"	177	"<table><tr><td>Micro-level field;</td><td>772</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>nano letters; applied physics letters; nanotechnology; journal of applied physics; journal of crystal growth</td></tr><tr><td>Terms;</td><td>silicon nanowire; molecular beam epitaxy; gaas; germanium nanowire</td></tr></table>"	0.7792	-0.4897	3	177
"thermal barrier coating; cold spray; zirconia; yttria; atmospheric plasma"	176	"<table><tr><td>Micro-level field;</td><td>800</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>surface & coatings technology; journal of thermal spray technology; ceramics international; journal of the european ceramic society; materials science and engineering a-structural materials properties microstructure and processing</td></tr><tr><td>Terms;</td><td>thermal barrier coating; cold spray; zirconia; yttria; atmospheric plasma</td></tr></table>"	0.7966	-0.4044	3	176
"biogas production; anaerobic digestion; biogas; methane yield; biochemical methane potential"	176	"<table><tr><td>Micro-level field;</td><td>259</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>bioresource technology; water science and technology; water research; waste management; environmental technology</td></tr><tr><td>Terms;</td><td>biogas production; anaerobic digestion; biogas; methane yield; biochemical methane potential</td></tr></table>"	0.0906	-0.3105	4	176
"scour; local scour; gravel bed river; open channel flow; bridge pier"	172	"<table><tr><td>Micro-level field;</td><td>654</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of hydraulic engineering; geomorphology; earth surface processes and landforms; water resources research; journal of hydraulic research</td></tr><tr><td>Terms;</td><td>scour; local scour; gravel bed river; open channel flow; bridge pier</td></tr></table>"	0.3094	-0.0306	4	172
"wind turbine; irregular terrain; evaporation duct; radio wave propagation; radar clutter"	171	"<table><tr><td>Micro-level field;</td><td>3146</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on antennas and propagation; ieee antennas and propagation magazine; ieee antennas and propagation society international symposium; radio science; proceedings of the european conference on antennas and propagation</td></tr><tr><td>Terms;</td><td>wind turbine; irregular terrain; evaporation duct; radio wave propagation; radar clutter</td></tr></table>"	0.8497	0.3505	5	171
"aptamer; dna origami; colorimetric detection; microrna; thrombin"	170	"<table><tr><td>Micro-level field;</td><td>286</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>biosensors & bioelectronics; analytical chemistry; chemical communications; analyst; journal of the american chemical society</td></tr><tr><td>Terms;</td><td>aptamer; dna origami; colorimetric detection; microrna; thrombin</td></tr></table>"	0.1748	-0.5048	3	170
"white organic light; diode; oled; iridium; host material"	167	"<table><tr><td>Micro-level field;</td><td>50</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; synthetic metals; organic electronics; proceedings of spie; journal of applied physics</td></tr><tr><td>Terms;</td><td>white organic light; diode; oled; iridium; host material</td></tr></table>"	0.4888	-0.5882	3	167
"fuzzy set; interval type; fuzzy inference system; classification system; fuzzy decision tree"	144	"<table><tr><td>Micro-level field;</td><td>441</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee international conference on fuzzy systems; lecture notes in computer science; ieee transactions on fuzzy systems; fuzzy sets and systems; ieee international conference on systems man and cybernetics conference proceedings</td></tr><tr><td>Terms;</td><td>fuzzy set; interval type; fuzzy inference system; classification system; fuzzy decision tree</td></tr></table>"	0.7083	0.3886	5	144
"free vibration analysis; sandwich plate; thermal environment; carbon nanotube; elastic foundation"	141	"<table><tr><td>Micro-level field;</td><td>228</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>composite structures; journal of sound and vibration; international journal of mechanical sciences; composites part b-engineering; thin-walled structures</td></tr><tr><td>Terms;</td><td>free vibration analysis; sandwich plate; thermal environment; carbon nanotube; elastic foundation</td></tr></table>"	0.8154	-0.1022	3	141
"olefin metathesis; metathesis catalyst; metathesis polymerization; romp"	134	"<table><tr><td>Micro-level field;</td><td>1553</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>tetrahedron letters; organic letters; journal of the american chemical society; organometallics; journal of organic chemistry</td></tr><tr><td>Terms;</td><td>olefin metathesis; metathesis catalyst; metathesis polymerization; romp</td></tr></table>"	0.0343	-0.7241	3	134
"adsorption; liquid desiccant; silica gel; pair; film"	129	"<table><tr><td>Micro-level field;</td><td>1429</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied thermal engineering; international journal of refrigeration-revue internationale du froid; energy conversion and management; energy; energy procedia</td></tr><tr><td>Terms;</td><td>adsorption; liquid desiccant; silica gel; pair; film</td></tr></table>"	0.6913	-0.2087	3	129
"reference evapotranspiration; neural network; pan evaporation; ann; artificial neural network model"	126	"<table><tr><td>Micro-level field;</td><td>1572</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of hydrology; water resources management; agricultural water management; journal of hydrologic engineering; hydrological processes</td></tr><tr><td>Terms;</td><td>reference evapotranspiration; neural network; pan evaporation; ann; artificial neural network model</td></tr></table>"	0.3137	0.0266	4	126
"cyprinid herpesvirus; infectious hematopoietic necrosis virus; viral hemorrhagic septicemia virus; vhsv; carp virus"	116	"<table><tr><td>Micro-level field;</td><td>2204</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of fish diseases; diseases of aquatic organisms; fish & shellfish immunology; aquaculture; journal of virology</td></tr><tr><td>Terms;</td><td>cyprinid herpesvirus; infectious hematopoietic necrosis virus; viral hemorrhagic septicemia virus; vhsv; carp virus</td></tr></table>"	-0.5852	-0.2797	4	116
"isothermal amplification; analytical device; loop; microfluidic paper; paper"	110	"<table><tr><td>Micro-level field;</td><td>1322</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>lab on a chip; analytical chemistry; biosensors & bioelectronics; sensors and actuators b-chemical; analyst</td></tr><tr><td>Terms;</td><td>isothermal amplification; analytical device; loop; microfluidic paper; paper</td></tr></table>"	0.1349	-0.4418	3	110
"light addressable potentiometric sensor; sensor; isfet; neuronal network; ion sensitive field effect transistor"	106	"<table><tr><td>Micro-level field;</td><td>2166</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>sensors and actuators b-chemical; biosensors & bioelectronics; japanese journal of applied physics; sensors; ieee sensors journal</td></tr><tr><td>Terms;</td><td>light addressable potentiometric sensor; sensor; isfet; neuronal network; ion sensitive field effect transistor</td></tr></table>"	0.2155	-0.4228	3	106
"carbamazepine; mechanochemistry; pharmaceutical cocrystal; cocrystal; paracetamol"	102	"<table><tr><td>Micro-level field;</td><td>774</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>crystal growth & design; crystengcomm; journal of molecular structure; journal of pharmaceutical sciences; acta crystallographica section e-crystallographic communications</td></tr><tr><td>Terms;</td><td>carbamazepine; mechanochemistry; pharmaceutical cocrystal; cocrystal; paracetamol</td></tr></table>"	0.3009	-0.6393	3	102
"catalyzed c h activation; h arylation; cross dehydrogenative coupling; quinoline n; catalyzed c"	94	"<table><tr><td>Micro-level field;</td><td>323</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>organic letters; journal of organic chemistry; journal of the american chemical society; angewandte chemie-international edition; chemical communications</td></tr><tr><td>Terms;</td><td>catalyzed c h activation; h arylation; cross dehydrogenative coupling; quinoline n; catalyzed c</td></tr></table>"	0.0272	-0.7321	3	94
"band; mu m; cavity ring; photoacoustic spectroscopy; co2"	93	"<table><tr><td>Micro-level field;</td><td>1152</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of quantitative spectroscopy & radiative transfer; proceedings of spie; journal of molecular spectroscopy; applied physics b-lasers and optics; applied optics</td></tr><tr><td>Terms;</td><td>band; mu m; cavity ring; photoacoustic spectroscopy; co2</td></tr></table>"	0.8737	-0.3507	3	93
"offshore wind turbine; shakedown analysis; suction caisson; jack; steel catenary riser"	93	"<table><tr><td>Micro-level field;</td><td>1367</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of geotechnical and geoenvironmental engineering; computers and geotechnics; soil dynamics and earthquake engineering; canadian geotechnical journal; geotechnique</td></tr><tr><td>Terms;</td><td>offshore wind turbine; shakedown analysis; suction caisson; jack; steel catenary riser</td></tr></table>"	0.7076	-0.0912	3	93
"electromagnetic interference; fabric; carbon fiber; effectiveness; emi"	88	"<table><tr><td>Micro-level field;</td><td>1226</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of alloys and compounds; journal of magnetism and magnetic materials; journal of materials science-materials in electronics; rsc advances; journal of applied physics</td></tr><tr><td>Terms;</td><td>electromagnetic interference; fabric; carbon fiber; effectiveness; emi</td></tr></table>"	0.6924	-0.4821	3	88
"sba; mesoporous silica; ti mcm; epoxidation"	87	"<table><tr><td>Micro-level field;</td><td>274</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>microporous and mesoporous materials; studies in surface science and catalysis; chemistry of materials; chemical communications; journal of materials chemistry</td></tr><tr><td>Terms;</td><td>sba; mesoporous silica; ti mcm; epoxidation</td></tr></table>"	0.5337	-0.5241	3	87
"biomass; biofuel; switchgrass; life cycle assessment; energy"	85	"<table><tr><td>Micro-level field;</td><td>733</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>biomass & bioenergy; global change biology bioenergy; renewable & sustainable energy reviews; journal of cleaner production; bioenergy research</td></tr><tr><td>Terms;</td><td>biomass; biofuel; switchgrass; life cycle assessment; energy</td></tr></table>"	0.1081	-0.0342	4	85
"design; development; analysis; effect; magnet"	84	"<table><tr><td>Micro-level field;</td><td>1496</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on applied superconductivity; fusion engineering and design; aip conference proceedings; cryogenics; superconductor science & technology</td></tr><tr><td>Terms;</td><td>design; development; analysis; effect; magnet</td></tr></table>"	0.9194	-0.4377	3	84
"protein translocation; signal recognition particle; endoplasmic reticulum; efflux pump; seca"	82	"<table><tr><td>Micro-level field;</td><td>796</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of biological chemistry; journal of bacteriology; journal of molecular biology; biochemistry; proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Terms;</td><td>protein translocation; signal recognition particle; endoplasmic reticulum; efflux pump; seca</td></tr></table>"	-0.5461	-0.297	2	82
"artificial bee colony algorithm; particle swarm optimization; biogeography; global numerical optimization; differential evolution"	82	"<table><tr><td>Micro-level field;</td><td>167</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; ieee congress on evolutionary computation; applied soft computing; soft computing; information sciences</td></tr><tr><td>Terms;</td><td>artificial bee colony algorithm; particle swarm optimization; biogeography; global numerical optimization; differential evolution</td></tr></table>"	0.6838	0.4219	5	82
"quadrotor; control; attitude control; helicopter; quadrotor unmanned aerial vehicle"	80	"<table><tr><td>Micro-level field;</td><td>1693</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>international conference on unmanned aircraft systems; ieee international conference on robotics and automation icra; chinese control conference; journal of intelligent & robotic systems; ieee international conference on intelligent robots and systems</td></tr><tr><td>Terms;</td><td>quadrotor; control; attitude control; helicopter; quadrotor unmanned aerial vehicle</td></tr></table>"	0.8006	0.3103	5	80
"lightning; cloud; thunderstorm; sprite; grounding system"	79	"<table><tr><td>Micro-level field;</td><td>1124</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of geophysical research-atmospheres; ieee transactions on power delivery; geophysical research letters; ieee transactions on electromagnetic compatibility; atmospheric research</td></tr><tr><td>Terms;</td><td>lightning; cloud; thunderstorm; sprite; grounding system</td></tr></table>"	0.8484	-0.1123	5	79
"optical coherence tomography; oct"	77	"<table><tr><td>Micro-level field;</td><td>1012</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; journal of biomedical optics; optics express; biomedical optics express; optics letters</td></tr><tr><td>Terms;</td><td>optical coherence tomography; oct</td></tr></table>"	-0.0455	-0.1967	3	77
"austempered ductile iron; adi; spheroidal graphite; ductile iron casting; austempering temperature"	77	"<table><tr><td>Micro-level field;</td><td>2978</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of cast metals research; materials science and engineering a-structural materials properties microstructure and processing; international journal of metalcasting; transactions of the american foundry society; advanced materials research</td></tr><tr><td>Terms;</td><td>austempered ductile iron; adi; spheroidal graphite; ductile iron casting; austempering temperature</td></tr></table>"	0.8056	-0.3739	3	77
"decolorization; azo dye; laccase; manganese peroxidase; laccase production"	76	"<table><tr><td>Micro-level field;</td><td>864</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>bioresource technology; applied microbiology and biotechnology; international biodeterioration & biodegradation; enzyme and microbial technology; chemosphere</td></tr><tr><td>Terms;</td><td>decolorization; azo dye; laccase; manganese peroxidase; laccase production</td></tr></table>"	-0.0492	-0.3916	4	76
"magnetic field; linear induction motor; eddy current problem; motor; electrical machine"	74	"<table><tr><td>Micro-level field;</td><td>1559</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on magnetics; compel-the international journal for computation and mathematics in electrical and electronic engineering; przeglad elektrotechniczny; international journal of applied electromagnetics and mechanics; 2016 ieee conference on electromagnetic field computation (cefc)</td></tr><tr><td>Terms;</td><td>magnetic field; linear induction motor; eddy current problem; motor; electrical machine</td></tr></table>"	0.9064	0.0167	5	74
"background; schlieren; particle tracking velocimetry; ptv; micro piv"	69	"<table><tr><td>Micro-level field;</td><td>2736</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>experiments in fluids; measurement science and technology; proceedings of spie; journal of visualization; epj web of conferences</td></tr><tr><td>Terms;</td><td>background; schlieren; particle tracking velocimetry; ptv; micro piv</td></tr></table>"	0.7243	-0.1803	3	69
"power transformer; transformer winding; frequency response analysis; inrush current; ferroresonance"	69	"<table><tr><td>Micro-level field;</td><td>2431</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power delivery; ieee transactions on dielectrics and electrical insulation; electric power systems research; international journal of electrical power & energy systems; ieee power and energy society general meeting pesgm</td></tr><tr><td>Terms;</td><td>power transformer; transformer winding; frequency response analysis; inrush current; ferroresonance</td></tr></table>"	0.8912	0.176	5	69
"control; overhead crane; input; crane; design"	67	"<table><tr><td>Micro-level field;</td><td>2888</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of the american control conference; journal of dynamic systems measurement and control-transactions of the asme; journal of vibration and control; applied mechanics and materials; chinese control conference</td></tr><tr><td>Terms;</td><td>control; overhead crane; input; crane; design</td></tr></table>"	0.8203	0.2755	5	67
"lipase; beta galactosidase; immobilized lipase; candida rugosa lipase; esterification"	67	"<table><tr><td>Micro-level field;</td><td>319</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of molecular catalysis b-enzymatic; enzyme and microbial technology; process biochemistry; applied biochemistry and biotechnology; tetrahedron-asymmetry</td></tr><tr><td>Terms;</td><td>lipase; beta galactosidase; immobilized lipase; candida rugosa lipase; esterification</td></tr></table>"	-0.1687	-0.4761	3	67
"facial expression recognition; dimensionality reduction; robust face recognition; face detection; face alignment"	66	"<table><tr><td>Micro-level field;</td><td>76</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; proceedings of spie; pattern recognition; ieee international conference on image processing icip; international conference on pattern recognition</td></tr><tr><td>Terms;</td><td>facial expression recognition; dimensionality reduction; robust face recognition; face detection; face alignment</td></tr></table>"	0.6199	0.46	5	66
"slam; simultaneous localization; map building; mapping; visual odometry"	66	"<table><tr><td>Micro-level field;</td><td>94</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee international conference on robotics and automation icra; lecture notes in computer science; proceedings of spie; ieee international conference on intelligent robots and systems; ieee conference on computer vision and pattern recognition</td></tr><tr><td>Terms;</td><td>slam; simultaneous localization; map building; mapping; visual odometry</td></tr></table>"	0.6492	0.4256	5	66
