label	sublabel	description	x	y	cluster	weight
"fuzzy set; interval type; fuzzy inference system; classification system; fuzzy decision tree"	20	"<table><tr><td>Micro-level field;</td><td>441</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee international conference on fuzzy systems; lecture notes in computer science; ieee transactions on fuzzy systems; fuzzy sets and systems; ieee international conference on systems man and cybernetics conference proceedings</td></tr><tr><td>Terms;</td><td>fuzzy set; interval type; fuzzy inference system; classification system; fuzzy decision tree</td></tr></table>"	0.7083	0.3886	5	20
"chlorophyll content; wheat; winter wheat; leaf area index; nitrogen status"	19	"<table><tr><td>Micro-level field;</td><td>672</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>ieee international symposium on geoscience and remote sensing igarss; remote sensing of environment; remote sensing; proceedings of spie; international journal of remote sensing</td></tr><tr><td>Terms;</td><td>chlorophyll content; wheat; winter wheat; leaf area index; nitrogen status</td></tr></table>"	0.2254	0.0121	4	19
"biomass; biofuel; switchgrass; life cycle assessment; energy"	19	"<table><tr><td>Micro-level field;</td><td>733</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>biomass & bioenergy; global change biology bioenergy; renewable & sustainable energy reviews; journal of cleaner production; bioenergy research</td></tr><tr><td>Terms;</td><td>biomass; biofuel; switchgrass; life cycle assessment; energy</td></tr></table>"	0.1081	-0.0342	4	19
"isolation; fault diagnosis; actuator fault detection; fault reconstruction; accommodation"	19	"<table><tr><td>Micro-level field;</td><td>1440</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of the american control conference; ieee conference on decision and control; ifac papersonline; chinese control conference; automatica</td></tr><tr><td>Terms;</td><td>isolation; fault diagnosis; actuator fault detection; fault reconstruction; accommodation</td></tr></table>"	0.817	0.2935	5	19
"multiple description; spatial error concealment; wireless video transmission; ad hoc network"	19	"<table><tr><td>Micro-level field;</td><td>1542</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; ieee international conference on image processing icip; lecture notes in computer science; ieee transactions on circuits and systems for video technology; international conference on acoustics speech and signal processing icassp</td></tr><tr><td>Terms;</td><td>multiple description; spatial error concealment; wireless video transmission; ad hoc network</td></tr></table>"	0.7812	0.553	5	19
"silicon; lithium ion battery anode; silicon nanoparticle; lithiation; li4ti5o12"	19	"<table><tr><td>Micro-level field;</td><td>98</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of power sources; electrochimica acta; journal of the electrochemical society; journal of materials chemistry a; rsc advances</td></tr><tr><td>Terms;</td><td>silicon; lithium ion battery anode; silicon nanoparticle; lithiation; li4ti5o12</td></tr></table>"	0.6575	-0.5348	3	19
"ethanol production; endoglucanase; enzymatic hydrolysis; enzymatic saccharification; beta glucosidase"	18	"<table><tr><td>Micro-level field;</td><td>83</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>bioresource technology; applied biochemistry and biotechnology; biotechnology for biofuels; applied microbiology and biotechnology; bioresources</td></tr><tr><td>Terms;</td><td>ethanol production; endoglucanase; enzymatic hydrolysis; enzymatic saccharification; beta glucosidase</td></tr></table>"	-0.1872	-0.3799	4	18
"artificial bee colony algorithm; particle swarm optimization; biogeography; global numerical optimization; differential evolution"	18	"<table><tr><td>Micro-level field;</td><td>167</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; ieee congress on evolutionary computation; applied soft computing; soft computing; information sciences</td></tr><tr><td>Terms;</td><td>artificial bee colony algorithm; particle swarm optimization; biogeography; global numerical optimization; differential evolution</td></tr></table>"	0.6838	0.4219	5	18
"magnetic field; linear induction motor; eddy current problem; motor; electrical machine"	18	"<table><tr><td>Micro-level field;</td><td>1559</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on magnetics; compel-the international journal for computation and mathematics in electrical and electronic engineering; przeglad elektrotechniczny; international journal of applied electromagnetics and mechanics; 2016 ieee conference on electromagnetic field computation (cefc)</td></tr><tr><td>Terms;</td><td>magnetic field; linear induction motor; eddy current problem; motor; electrical machine</td></tr></table>"	0.9064	0.0167	5	18
"damage detection; structural health monitoring; operational modal analysis; structural damage identification; output"	18	"<table><tr><td>Micro-level field;</td><td>394</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; mechanical systems and signal processing; journal of sound and vibration; structural control & health monitoring; engineering structures</td></tr><tr><td>Terms;</td><td>damage detection; structural health monitoring; operational modal analysis; structural damage identification; output</td></tr></table>"	0.7932	-0.0499	3	18
"issr marker; issr; rapd; inter simple sequence repeat; common bean"	18	"<table><tr><td>Micro-level field;</td><td>293</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>acta horticulturae; genetic resources and crop evolution; euphytica; theoretical and applied genetics; crop science</td></tr><tr><td>Terms;</td><td>issr marker; issr; rapd; inter simple sequence repeat; common bean</td></tr></table>"	-0.3181	-0.3104	4	18
"lightning; cloud; thunderstorm; sprite; grounding system"	18	"<table><tr><td>Micro-level field;</td><td>1124</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of geophysical research-atmospheres; ieee transactions on power delivery; geophysical research letters; ieee transactions on electromagnetic compatibility; atmospheric research</td></tr><tr><td>Terms;</td><td>lightning; cloud; thunderstorm; sprite; grounding system</td></tr></table>"	0.8484	-0.1123	5	18
"fast multipole method; electromagnetic scattering; multilevel fast multipole algorithm; characteristic basis function method; mlfma"	18	"<table><tr><td>Micro-level field;</td><td>670</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on antennas and propagation; ieee antennas and propagation society international symposium; microwave and optical technology letters; ieee antennas and wireless propagation letters; journal of electromagnetic waves and applications</td></tr><tr><td>Terms;</td><td>fast multipole method; electromagnetic scattering; multilevel fast multipole algorithm; characteristic basis function method; mlfma</td></tr></table>"	0.9566	0.0134	5	18
"ball screw; active disturbance rejection control; adrc; friction; friction compensation"	17	"<table><tr><td>Micro-level field;</td><td>1718</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>chinese control conference; proceedings of the american control conference; ieee transactions on industrial electronics; ieee industrial electronics society; applied mechanics and materials</td></tr><tr><td>Terms;</td><td>ball screw; active disturbance rejection control; adrc; friction; friction compensation</td></tr></table>"	0.8224	0.2681	5	17
"switched reluctance motor; srm; reluctance machine"	17	"<table><tr><td>Micro-level field;</td><td>2203</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on magnetics; ieee industrial electronics society; international conference on electrical machines and systems icems; ieee transactions on industry applications; ieee transactions on industrial electronics</td></tr><tr><td>Terms;</td><td>switched reluctance motor; srm; reluctance machine</td></tr></table>"	0.8792	0.2222	5	17
"color constancy; spectral reflectance; light source; illumination; color reproduction"	16	"<table><tr><td>Micro-level field;</td><td>1595</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; color research and application; lecture notes in computer science; journal of the optical society of america a-optics image science and vision; journal of imaging science and technology</td></tr><tr><td>Terms;</td><td>color constancy; spectral reflectance; light source; illumination; color reproduction</td></tr></table>"	0.6304	0.3875	3	16
"igbt; igbt module; power module; ldmos; ldmos transistor"	16	"<table><tr><td>Micro-level field;</td><td>1284</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of the international symposium on power semiconductor devices & ics; microelectronics reliability; ieee transactions on electron devices; ieee transactions on power electronics; annual ieee applied power electronics conference and exposition (apec)</td></tr><tr><td>Terms;</td><td>igbt; igbt module; power module; ldmos; ldmos transistor</td></tr></table>"	0.9001	0.1832	5	16
"scour; local scour; gravel bed river; open channel flow; bridge pier"	16	"<table><tr><td>Micro-level field;</td><td>654</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of hydraulic engineering; geomorphology; earth surface processes and landforms; water resources research; journal of hydraulic research</td></tr><tr><td>Terms;</td><td>scour; local scour; gravel bed river; open channel flow; bridge pier</td></tr></table>"	0.3094	-0.0306	4	16
"tornado; atmospheric river; ensemble kalman filter; supercell; variational data assimilation"	15	"<table><tr><td>Micro-level field;</td><td>275</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>monthly weather review; quarterly journal of the royal meteorological society; weather and forecasting; journal of the atmospheric sciences; atmospheric research</td></tr><tr><td>Terms;</td><td>tornado; atmospheric river; ensemble kalman filter; supercell; variational data assimilation</td></tr></table>"	0.3636	0.0059	4	15
"rogowski coil; optical current sensor; current transformer; faraday rotation; faraday effect"	14	"<table><tr><td>Micro-level field;</td><td>3083</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; ieee transactions on instrumentation and measurement; ieee sensors journal; ieee instrumentation and measurement technology conference; sensors</td></tr><tr><td>Terms;</td><td>rogowski coil; optical current sensor; current transformer; faraday rotation; faraday effect</td></tr></table>"	0.9484	-0.2604	3	14
"catalyzed c h activation; h arylation; cross dehydrogenative coupling; quinoline n; catalyzed c"	14	"<table><tr><td>Micro-level field;</td><td>323</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>organic letters; journal of organic chemistry; journal of the american chemical society; angewandte chemie-international edition; chemical communications</td></tr><tr><td>Terms;</td><td>catalyzed c h activation; h arylation; cross dehydrogenative coupling; quinoline n; catalyzed c</td></tr></table>"	0.0272	-0.7321	3	14
"halophilic bacterium; sp nov; patient; reclassification; description"	13	"<table><tr><td>Micro-level field;</td><td>488</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>international journal of systematic and evolutionary microbiology; antonie van leeuwenhoek international journal of general and molecular microbiology; standards in genomic sciences; systematic and applied microbiology; current microbiology</td></tr><tr><td>Terms;</td><td>halophilic bacterium; sp nov; patient; reclassification; description</td></tr></table>"	-0.3475	-0.2862	4	13
"selective laser; microstructure; laser; additive manufacturing; mechanical property"	12	"<table><tr><td>Micro-level field;</td><td>482</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>rapid prototyping journal; international journal of advanced manufacturing technology; additive manufacturing; materials & design; journal of materials processing technology</td></tr><tr><td>Terms;</td><td>selective laser; microstructure; laser; additive manufacturing; mechanical property</td></tr></table>"	0.7638	-0.3403	3	12
"magnetostriction; magnetic property; electrical steel; grain; microstructure"	12	"<table><tr><td>Micro-level field;</td><td>1027</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on magnetics; journal of magnetism and magnetic materials; journal of applied physics; international journal of applied electromagnetics and mechanics; russian journal of nondestructive testing</td></tr><tr><td>Terms;</td><td>magnetostriction; magnetic property; electrical steel; grain; microstructure</td></tr></table>"	0.8685	-0.1845	3	12
"control; overhead crane; input; crane; design"	12	"<table><tr><td>Micro-level field;</td><td>2888</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of the american control conference; journal of dynamic systems measurement and control-transactions of the asme; journal of vibration and control; applied mechanics and materials; chinese control conference</td></tr><tr><td>Terms;</td><td>control; overhead crane; input; crane; design</td></tr></table>"	0.8203	0.2755	5	12
"laser shock processing; shot; surface mechanical attrition treatment; surface nanocrystallization; shot peening"	12	"<table><tr><td>Micro-level field;</td><td>2216</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>surface & coatings technology; materials science and engineering a-structural materials properties microstructure and processing; materials science forum; advanced materials research; international journal of advanced manufacturing technology</td></tr><tr><td>Terms;</td><td>laser shock processing; shot; surface mechanical attrition treatment; surface nanocrystallization; shot peening</td></tr></table>"	0.8048	-0.3796	3	12
"cognitive architecture; planning; interactive storytelling; heuristic search; classical planning"	12	"<table><tr><td>Micro-level field;</td><td>1538</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; frontiers in artificial intelligence and applications; proceedings of the international conference on automated planning and scheduling; artificial intelligence; journal of artificial intelligence research</td></tr><tr><td>Terms;</td><td>cognitive architecture; planning; interactive storytelling; heuristic search; classical planning</td></tr></table>"	0.5765	0.6124	5	12
"wind load; wind; low rise building; wind effect; vortex"	12	"<table><tr><td>Micro-level field;</td><td>1682</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of wind engineering and industrial aerodynamics; wind and structures; engineering structures; applied mechanics and materials; journal of structural engineering</td></tr><tr><td>Terms;</td><td>wind load; wind; low rise building; wind effect; vortex</td></tr></table>"	0.7912	-0.0534	3	12
"pv t; photovoltaic thermal system; flat plate solar collector; solar air heater; compound parabolic concentrator"	12	"<table><tr><td>Micro-level field;</td><td>1743</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>solar energy; renewable energy; energy procedia; energy conversion and management; applied energy</td></tr><tr><td>Terms;</td><td>pv t; photovoltaic thermal system; flat plate solar collector; solar air heater; compound parabolic concentrator</td></tr></table>"	0.6957	-0.2031	3	12
"digital image correlation; virtual fields method; dic; full field measurement; elastic property"	11	"<table><tr><td>Micro-level field;</td><td>2413</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; experimental mechanics; optics and lasers in engineering; conference proceedings of the society for experimental mechanics series; strain</td></tr><tr><td>Terms;</td><td>digital image correlation; virtual fields method; dic; full field measurement; elastic property</td></tr></table>"	0.7959	-0.2095	3	11
"quadrotor; control; attitude control; helicopter; quadrotor unmanned aerial vehicle"	10	"<table><tr><td>Micro-level field;</td><td>1693</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>international conference on unmanned aircraft systems; ieee international conference on robotics and automation icra; chinese control conference; journal of intelligent & robotic systems; ieee international conference on intelligent robots and systems</td></tr><tr><td>Terms;</td><td>quadrotor; control; attitude control; helicopter; quadrotor unmanned aerial vehicle</td></tr></table>"	0.8006	0.3103	5	10
"cho cell; chinese hamster ovary cell; mammalian cell culture; cho; monoclonal antibody production"	10	"<table><tr><td>Micro-level field;</td><td>2127</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>biotechnology and bioengineering; biotechnology progress; journal of biotechnology; cytotechnology; esact proceedings</td></tr><tr><td>Terms;</td><td>cho cell; chinese hamster ovary cell; mammalian cell culture; cho; monoclonal antibody production</td></tr></table>"	-0.4942	-0.3391	4	10
"surface modification; adhesion; plasma polymerization; atmospheric pressure plasma jet; poly"	10	"<table><tr><td>Micro-level field;</td><td>534</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>plasma processes and polymers; ieee transactions on plasma science; journal of physics d-applied physics; surface & coatings technology; plasma sources science & technology</td></tr><tr><td>Terms;</td><td>surface modification; adhesion; plasma polymerization; atmospheric pressure plasma jet; poly</td></tr></table>"	0.7051	-0.4133	3	10
"az31 magnesium alloy; long period; mg zn y; texture evolution; twinning"	10	"<table><tr><td>Micro-level field;</td><td>643</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>materials science and engineering a-structural materials properties microstructure and processing; materials science forum; journal of alloys and compounds; transactions of nonferrous metals society of china; scripta materialia</td></tr><tr><td>Terms;</td><td>az31 magnesium alloy; long period; mg zn y; texture evolution; twinning</td></tr></table>"	0.8068	-0.3843	3	10
"biogas production; anaerobic digestion; biogas; methane yield; biochemical methane potential"	10	"<table><tr><td>Micro-level field;</td><td>259</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>bioresource technology; water science and technology; water research; waste management; environmental technology</td></tr><tr><td>Terms;</td><td>biogas production; anaerobic digestion; biogas; methane yield; biochemical methane potential</td></tr></table>"	0.0906	-0.3105	4	10
"rf mems switch; micromirror; pull; electrostatic actuator; squeeze film damping"	9	"<table><tr><td>Micro-level field;</td><td>636</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; journal of micromechanics and microengineering; journal of microelectromechanical systems; sensors and actuators a-physical; proceedings ieee micro electro mechanical systems</td></tr><tr><td>Terms;</td><td>rf mems switch; micromirror; pull; electrostatic actuator; squeeze film damping</td></tr></table>"	0.8729	-0.2584	3	9
"mems gyroscope; axis accelerometer; vibratory gyroscope; micromachined gyroscope"	8	"<table><tr><td>Micro-level field;</td><td>2073</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>sensors and actuators a-physical; ieee sensors; proceedings of spie; proceedings ieee micro electro mechanical systems; ieee sensors journal</td></tr><tr><td>Terms;</td><td>mems gyroscope; axis accelerometer; vibratory gyroscope; micromachined gyroscope</td></tr></table>"	0.875	-0.2578	3	8
"frontal polymerization; photoinitiator; visible light; photoinitiated cationic polymerization"	8	"<table><tr><td>Micro-level field;</td><td>2135</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of polymer science part a-polymer chemistry; macromolecules; journal of applied polymer science; progress in organic coatings; polymer</td></tr><tr><td>Terms;</td><td>frontal polymerization; photoinitiator; visible light; photoinitiated cationic polymerization</td></tr></table>"	0.4062	-0.5406	3	8
"grey system theory; grey relational analysis; grey model; grey forecasting model; grey prediction"	8	"<table><tr><td>Micro-level field;</td><td>2903</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>journal of grey system; kybernetes; grey systems-theory and application; advanced materials research; applied mechanics and materials</td></tr><tr><td>Terms;</td><td>grey system theory; grey relational analysis; grey model; grey forecasting model; grey prediction</td></tr></table>"	0.5175	0.4726	5	8
"background; schlieren; particle tracking velocimetry; ptv; micro piv"	8	"<table><tr><td>Micro-level field;</td><td>2736</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>experiments in fluids; measurement science and technology; proceedings of spie; journal of visualization; epj web of conferences</td></tr><tr><td>Terms;</td><td>background; schlieren; particle tracking velocimetry; ptv; micro piv</td></tr></table>"	0.7243	-0.1803	3	8
"golf; golf swing; ball; effect; friction"	8	"<table><tr><td>Micro-level field;</td><td>2819</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>european journal of physics; american journal of physics; physics teacher; procedia engineering; journal of sports sciences</td></tr><tr><td>Terms;</td><td>golf; golf swing; ball; effect; friction</td></tr></table>"	0.4074	0.2345	3	8
"free vibration analysis; sandwich plate; thermal environment; carbon nanotube; elastic foundation"	8	"<table><tr><td>Micro-level field;</td><td>228</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>composite structures; journal of sound and vibration; international journal of mechanical sciences; composites part b-engineering; thin-walled structures</td></tr><tr><td>Terms;</td><td>free vibration analysis; sandwich plate; thermal environment; carbon nanotube; elastic foundation</td></tr></table>"	0.8154	-0.1022	3	8
"wind turbine; irregular terrain; evaporation duct; radio wave propagation; radar clutter"	6	"<table><tr><td>Micro-level field;</td><td>3146</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on antennas and propagation; ieee antennas and propagation magazine; ieee antennas and propagation society international symposium; radio science; proceedings of the european conference on antennas and propagation</td></tr><tr><td>Terms;</td><td>wind turbine; irregular terrain; evaporation duct; radio wave propagation; radar clutter</td></tr></table>"	0.8497	0.3505	5	6
"acylal; tetrahydropyranylation; acetylation; diacetate; hexamethyldisilazane"	6	"<table><tr><td>Micro-level field;</td><td>2390</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>tetrahedron letters; synthetic communications; synlett; journal of organic chemistry; tetrahedron</td></tr><tr><td>Terms;</td><td>acylal; tetrahydropyranylation; acetylation; diacetate; hexamethyldisilazane</td></tr></table>"	0.0247	-0.7291	3	6
"elastohydrodynamic lubrication; contact fatigue; angular contact ball bearing; ball bearing; ehl contact"	6	"<table><tr><td>Micro-level field;</td><td>1995</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>tribology international; journal of tribology-transactions of the asme; tribology transactions; proceedings of the institution of mechanical engineers part j-journal of engineering tribology; tribology letters</td></tr><tr><td>Terms;</td><td>elastohydrodynamic lubrication; contact fatigue; angular contact ball bearing; ball bearing; ehl contact</td></tr></table>"	0.8139	-0.1685	3	6
"reactive magnetron; tin coating; high power impulse magnetron; corrosion resistance; tribological property"	6	"<table><tr><td>Micro-level field;</td><td>316</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>surface & coatings technology; thin solid films; applied surface science; journal of vacuum science & technology a; vacuum</td></tr><tr><td>Terms;</td><td>reactive magnetron; tin coating; high power impulse magnetron; corrosion resistance; tribological property</td></tr></table>"	0.7995	-0.4196	3	6
"tailor; single point; limit diagram; springback; incremental sheet"	6	"<table><tr><td>Micro-level field;</td><td>399</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of materials processing technology; aip conference proceedings; international journal of advanced manufacturing technology; key engineering materials; advanced materials research</td></tr><tr><td>Terms;</td><td>tailor; single point; limit diagram; springback; incremental sheet</td></tr></table>"	0.8074	-0.2838	3	6
"carbamazepine; mechanochemistry; pharmaceutical cocrystal; cocrystal; paracetamol"	5	"<table><tr><td>Micro-level field;</td><td>774</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>crystal growth & design; crystengcomm; journal of molecular structure; journal of pharmaceutical sciences; acta crystallographica section e-crystallographic communications</td></tr><tr><td>Terms;</td><td>carbamazepine; mechanochemistry; pharmaceutical cocrystal; cocrystal; paracetamol</td></tr></table>"	0.3009	-0.6393	3	5
"reference evapotranspiration; neural network; pan evaporation; ann; artificial neural network model"	5	"<table><tr><td>Micro-level field;</td><td>1572</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of hydrology; water resources management; agricultural water management; journal of hydrologic engineering; hydrological processes</td></tr><tr><td>Terms;</td><td>reference evapotranspiration; neural network; pan evaporation; ann; artificial neural network model</td></tr></table>"	0.3137	0.0266	4	5
"inertial particle; particle deposition; turbulence modulation; preferential concentration; solid particle"	5	"<table><tr><td>Micro-level field;</td><td>2189</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>aip advances; journal of fluid mechanics; international journal of multiphase flow; physical review e; journal of aerosol science</td></tr><tr><td>Terms;</td><td>inertial particle; particle deposition; turbulence modulation; preferential concentration; solid particle</td></tr></table>"	0.6847	-0.2287	3	5
"abrasive waterjet; water jet; solid particle erosion; erosion corrosion; elbow"	4	"<table><tr><td>Micro-level field;</td><td>2256</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>wear; international journal of advanced manufacturing technology; advanced materials research; tribology international; journal of materials processing technology</td></tr><tr><td>Terms;</td><td>abrasive waterjet; water jet; solid particle erosion; erosion corrosion; elbow</td></tr></table>"	0.7827	-0.3492	3	4
"sugar beet; beet campaign; sugar industry; beta vulgaris l; dextran"	4	"<table><tr><td>Micro-level field;</td><td>3222</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>sugar industry-zuckerindustrie; listy cukrovarnicke a reparske; international sugar journal; sugar tech; european journal of agronomy</td></tr><tr><td>Terms;</td><td>sugar beet; beet campaign; sugar industry; beta vulgaris l; dextran</td></tr></table>"	-0.142	-0.2978	4	4
"hyperspectral imaging; spectrometry; oxygen saturation; interferometer; retinal oximetry"	3	"<table><tr><td>Micro-level field;</td><td>2608</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; applied optics; spectroscopy and spectral analysis; optics express; acta physica sinica</td></tr><tr><td>Terms;</td><td>hyperspectral imaging; spectrometry; oxygen saturation; interferometer; retinal oximetry</td></tr></table>"	0.542	-0.0563	3	3
"optical tweezer; nanoparticle; force; optical force; cell"	3	"<table><tr><td>Micro-level field;</td><td>1554</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; applied optics; optics letters; applied physics letters</td></tr><tr><td>Terms;</td><td>optical tweezer; nanoparticle; force; optical force; cell</td></tr></table>"	0.769	-0.363	3	3
"anthocyanin; anthocyanin biosynthesis; anthocyanin accumulation; chalcone synthase; dihydroflavonol"	2	"<table><tr><td>Micro-level field;</td><td>1974</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>acta horticulturae; frontiers in plant science; plos one; plant physiology; planta</td></tr><tr><td>Terms;</td><td>anthocyanin; anthocyanin biosynthesis; anthocyanin accumulation; chalcone synthase; dihydroflavonol</td></tr></table>"	-0.3382	-0.3324	4	2
"crack detection; image processing; convolutional neural network; vision; deep learning"	2	"<table><tr><td>Micro-level field;</td><td>2913</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>transportation research record; proceedings of spie; automation in construction; packaging technology and science; journal of computing in civil engineering</td></tr><tr><td>Terms;</td><td>crack detection; image processing; convolutional neural network; vision; deep learning</td></tr></table>"	0.6609	0.305	3	2
"silicon; energy loss; power; metal surface; electron emission"	2	"<table><tr><td>Micro-level field;</td><td>697</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>nuclear instruments & methods in physics research section b-beam interactions with materials and atoms; applied surface science; aip conference proceedings; surface & coatings technology; physical review b</td></tr><tr><td>Terms;</td><td>silicon; energy loss; power; metal surface; electron emission</td></tr></table>"	0.8162	-0.4558	3	2
"offshore wind turbine; shakedown analysis; suction caisson; jack; steel catenary riser"	2	"<table><tr><td>Micro-level field;</td><td>1367</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of geotechnical and geoenvironmental engineering; computers and geotechnics; soil dynamics and earthquake engineering; canadian geotechnical journal; geotechnique</td></tr><tr><td>Terms;</td><td>offshore wind turbine; shakedown analysis; suction caisson; jack; steel catenary riser</td></tr></table>"	0.7076	-0.0912	3	2
