nuts_level3_code	cluster_id1	counts
ITI43	79	3
ITI43	106	3
ITI43	187	5
ITI43	217	26
ITI43	244	4
ITI43	282	2
ITI43	287	25
ITI43	293	2
ITI43	304	6
ITI43	349	5
ITI43	395	1
ITI43	404	3
ITI43	431	3
ITI43	553	5
ITI43	559	4
ITI43	613	19
ITI43	634	8
ITI43	650	11
ITI43	665	2
ITI43	804	2
ITI43	822	3
ITI43	864	1
ITI43	886	2
ITI43	909	3
ITI43	1008	12
ITI43	1016	16
ITI43	1126	4
ITI43	1199	8
ITI43	1206	2
ITI43	1217	1
ITI43	1285	1
ITI43	1433	3
ITI43	1442	1
ITI43	1523	1
ITI43	1532	2
ITI43	1541	5
ITI43	1561	4
ITI43	1609	1
ITI43	1647	4
ITI43	1674	1
ITI43	1684	1
ITI43	1699	1
ITI43	1768	2
ITI43	1829	1
ITI43	1856	1
ITI43	2535	1
ITI43	2609	2
ITI43	2668	2
ITI43	2803	3
ITI41	217	1
ITI41	634	1
ITI41	804	3
ITI33	634	1
ITI33	864	1
ITI32	405	1
ITI32	584	1
ITI32	864	1
ITI32	1211	1
ITI32	1358	2
ITI32	2772	1
ITI22	4	1
ITI21	79	1
ITI21	634	1
ITI21	864	1
ITI21	1547	1
ITI21	2488	1
ITI19	142	3
ITI19	217	5
ITI19	262	1
ITI19	561	4
ITI19	696	2
ITI19	1285	1
ITI19	1467	1
ITI19	1835	1
ITI19	2693	1
ITI19	2871	1
ITI19	3676	1
ITI17	50	5
ITI17	106	2
ITI17	107	1
ITI17	350	1
ITI17	553	1
ITI17	623	2
ITI17	650	2
ITI17	887	1
ITI17	936	1
ITI17	1370	1
ITI17	1532	2
ITI17	1778	1
ITI17	1929	1
ITI17	2655	2
ITI16	1211	1
ITI14	18	3
ITI14	61	2
ITI14	107	7
ITI14	217	20
ITI14	650	2
ITI14	696	3
ITI14	833	1
ITI14	838	1
ITI14	908	1
ITI14	1016	2
ITI14	1467	1
ITI14	1542	2
ITI14	1835	2
ITI14	2668	1
ITI14	2985	1
ITI14	2990	1
ITH58	561	2
ITH57	212	1
ITH56	11	2
ITH56	268	2
ITH56	410	1
ITH56	650	7
ITH56	1317	3
ITH56	1532	2
ITH56	1609	2
ITH56	3222	1
ITH55	33	1
ITH55	331	7
ITH55	360	3
ITH55	405	2
ITH55	419	1
ITH55	553	2
ITH55	670	1
ITH55	799	1
ITH55	1083	1
ITH55	1835	2
ITH55	2307	1
ITH55	2772	2
ITH55	2871	3
ITH55	2961	1
ITH54	226	1
ITH54	864	1
ITH52	68	1
ITH52	187	8
ITH52	217	1
ITH52	287	1
ITH52	1204	1
ITH52	1405	2
ITH52	1523	1
ITH52	1929	1
ITH52	2889	2
ITH52	2962	1
ITH51	102	1
ITH44	4	1
ITH44	107	1
ITH44	217	28
ITH44	350	1
ITH44	405	3
ITH44	451	1
ITH44	466	1
ITH44	561	1
ITH44	613	4
ITH44	650	1
ITH44	670	1
ITH44	833	3
ITH44	1099	3
ITH44	1370	1
ITH44	1532	1
ITH44	1856	1
ITH44	2983	2
ITH42	79	1
ITH42	256	3
ITH42	613	1
ITH42	1082	1
ITH42	1264	3
ITH42	1282	3
ITH42	1778	2
ITH42	2582	1
ITH41	559	1
ITH41	1204	1
ITH41	1929	1
ITH36	79	2
ITH36	102	1
ITH36	114	3
ITH36	142	1
ITH36	232	1
ITH36	256	2
ITH36	257	1
ITH36	282	13
ITH36	304	2
ITH36	341	3
ITH36	350	2
ITH36	512	1
ITH36	584	3
ITH36	864	2
ITH36	1192	2
ITH36	1252	2
ITH36	1437	1
ITH36	1532	3
ITH36	1650	3
ITH36	1835	1
ITH36	1900	1
ITH36	1992	2
ITH36	2348	1
ITH36	2415	1
ITH36	2454	2
ITH36	2668	1
ITH32	4	1
ITH32	341	1
ITH31	62	1
ITH31	268	5
ITH31	287	2
ITH31	370	2
ITH31	929	1
ITH31	1199	1
ITH20	33	1
ITH20	450	1
ITH20	1071	1
ITH20	1083	1
ITH20	2454	2
