nuts2	country_iso_alpha3_code	cluster_id1	counts
UKI3	GBR	2345	8
NL21	NLD	1532	12
PT17	PRT	556	180
FRB0	FRA	738	10
DE30	DEU	2435	44
DE13	DEU	348	409
UKM7	GBR	2081	97
AT13	AUT	2260	2
NO08	NOR	2080	12
FRB0	FRA	218	24
PL91	POL	105	176
PL91	POL	639	21
DE92	DEU	19	184
DEE0	DEU	1675	27
FRB0	FRA	1956	10
ITC4	ITA	1015	171
DE30	DEU	1490	27
DEA2	DEU	677	31
PL21	POL	1457	67
CH01	CHE	636	10
ITF3	ITA	1709	222
UKE3	GBR	3359	2
FRF1	FRA	1291	553
FRJ2	FRA	1831	1022
DE24	DEU	128	12
UKL1	GBR	530	5
FRD2	FRA	954	36
DE30	DEU	25	2022
AT31	AUT	78	10
UKD3	GBR	2243	1
ES30	ESP	721	641
DE21	DEU	1249	1
LV00	LVA	1308	18
UKK1	GBR	486	6
DED2	DEU	363	8
ITF4	ITA	630	8
RO32	ROU	150	29
SK01	SVK	301	36
DK01	DNK	1100	73
EE00	EST	3147	32
DED4	DEU	50	465
DK03	DNK	256	560
FRL0	FRA	1709	1148
CH04	CHE	852	6
BE24	BEL	105	823
NL41	NLD	578	1
DEA1	DEU	891	33
UKD3	GBR	1077	7
DEA2	DEU	2142	3
BE33	BEL	430	2
TR83	TUR	734	24
PL81	POL	360	2
DE21	DEU	57	2
DEB3	DEU	1709	1662
CH03	CHE	2022	13
NL21	NLD	1259	34
TR51	TUR	1219	50
CH03	CHE	557	160
CZ05	CZE	2288	2
ES30	ESP	11	264
IE05	IRL	184	794
DE23	DEU	1101	56
CH04	CHE	1633	21
UKF1	GBR	0	96
ES12	ESP	534	6
FI19	FIN	2088	2
AT13	AUT	1778	24
FRE2	FRA	450	29
UKG3	GBR	1284	2
DK03	DNK	66	48
BE21	BEL	1525	73
UKH1	GBR	2914	1
ITG2	ITA	321	2
AT12	AUT	245	10
UKG3	GBR	1291	273
BE24	BEL	124	12
UKG3	GBR	593	5
ITC4	ITA	2423	6
FRE1	FRA	150	264
BE24	BEL	651	24
PL51	POL	1343	19
